,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results
18032,-2,-2,2,1,0,0,1,-1,1,1,-2,0,-2,0,0,0,0,soldier,
18033,-2,2,0,1,1,0,2,1,1,0,-2,-2,-2,0,1,0,0,soldier,
18034,2,0,-2,0,0,1,1,-1,0,1,-1,1,1,0,0,0,0,actor,
18035,2,1,1,0,0,-1,0,0,1,1,-1,1,1,0,1,0,0,soldier,
18036,0,1,2,0,1,2,1,-1,0,1,0,-1,-1,1,1,0,0,soldier,
18037,0,1,0,1,1,0,0,1,0,0,-1,0,1,0,0,0,0,soldier,
18038,0,0,0,0,1,2,2,-1,0,1,0,-1,-2,1,0,0,0,doctor,
18039,1,0,1,1,0,1,1,1,1,0,-1,-2,-1,1,1,0,0,actor,
18040,1,0,-1,0,0,2,2,-1,1,0,-2,1,0,1,1,0,0,doctor,
18041,2,2,1,1,1,-1,-2,1,0,1,-1,-1,1,0,0,0,0,soldier,
18042,0,-2,0,1,0,-1,-2,0,1,0,-2,1,-2,1,1,0,0,actor,
18043,2,2,-1,0,0,-1,-1,-1,0,1,0,1,1,1,0,0,0,actor,
18044,1,-1,-2,0,0,-2,-1,2,1,0,1,1,1,0,0,0,0,soldier,
18045,-1,1,2,0,1,2,-1,0,0,1,2,-2,2,0,0,0,0,soldier,
18046,1,1,2,0,0,1,2,-2,1,0,1,1,1,0,1,0,0,actor,
18047,2,0,0,0,1,1,-1,2,1,1,1,1,-1,1,0,0,0,soldier,
18048,0,1,-2,0,0,2,1,-1,1,0,-1,0,2,0,0,0,0,soldier,
18049,0,1,2,1,1,-2,0,0,1,1,-1,0,-2,0,1,0,0,soldier,
18050,2,-2,-1,0,0,-1,0,-2,1,0,-2,2,1,0,1,0,0,doctor,
18051,-1,-2,0,1,1,1,-1,-1,1,0,2,2,1,1,0,0,0,actor,
18052,-1,0,-2,1,0,2,2,1,0,1,1,-1,-2,1,0,0,0,doctor,
18053,-1,2,1,0,1,-1,-2,-1,0,0,0,1,0,0,1,0,0,doctor,
18054,2,-1,0,0,0,0,1,-1,1,1,2,2,2,1,0,0,0,doctor,
18055,-1,1,2,0,0,1,-1,-2,1,1,-2,1,2,1,0,0,0,soldier,
18056,2,1,-1,1,0,1,1,2,0,1,-2,1,-1,0,0,0,0,soldier,
18057,-1,0,2,0,0,-1,-1,1,1,1,2,-2,2,1,1,0,0,actor,
18058,-2,-2,1,0,0,1,-2,0,0,1,-2,-2,-2,1,0,0,0,doctor,
18059,-1,2,1,0,1,-2,-2,0,0,1,0,2,-2,0,0,0,0,actor,
18060,1,1,-2,0,1,0,-1,-2,0,1,1,2,-1,1,1,0,0,soldier,
18061,1,-1,0,0,1,-1,-1,1,0,1,2,0,1,1,1,0,0,soldier,
18062,-2,-2,-1,0,0,-1,-2,-2,1,1,1,-2,2,0,0,0,0,soldier,
18063,-1,1,0,1,1,2,1,1,0,1,1,-2,-2,1,0,0,0,actor,
18064,-1,2,1,1,0,1,1,2,1,0,-1,-2,0,1,1,0,0,soldier,
18065,0,2,2,1,0,1,1,2,1,0,-2,1,0,0,1,0,0,actor,
18066,2,0,2,1,0,-1,-2,1,1,1,1,-2,-2,1,0,0,0,soldier,
18067,-2,1,1,1,1,2,-2,-2,0,0,-1,1,-1,0,1,0,0,soldier,
18068,-2,1,1,0,1,1,1,2,1,0,-2,1,-1,0,0,0,0,doctor,
18069,-1,-2,0,0,0,-1,0,-2,1,0,0,0,0,0,0,0,0,actor,
18070,-2,0,-2,1,0,1,1,0,0,1,-2,-2,1,1,0,0,0,soldier,
18071,1,-1,2,1,1,-1,1,1,0,0,-1,-1,-1,0,0,0,0,soldier,
18072,1,1,0,1,1,-1,2,0,1,1,-1,2,0,0,0,0,0,soldier,
18073,1,-1,2,1,0,-1,0,2,1,0,1,1,2,0,1,0,0,soldier,
18074,0,-2,1,1,0,1,1,2,0,0,2,0,-1,1,0,0,0,actor,
18075,-2,0,-2,0,1,0,0,0,1,1,2,-1,1,1,1,0,0,actor,
18076,1,1,1,0,1,-2,-1,0,1,1,0,0,0,0,0,0,0,doctor,
18077,-1,1,-2,0,1,1,0,1,1,0,-2,0,2,0,1,0,0,actor,
18078,2,1,-2,0,1,2,2,2,1,0,0,-1,-1,1,1,0,0,doctor,
18079,-2,2,0,1,1,-1,2,-1,0,0,-2,-2,-1,0,0,0,0,doctor,
18080,0,-1,1,0,1,-2,1,0,1,0,2,-2,-2,1,0,0,0,doctor,
18081,1,1,-1,0,1,-1,-2,0,0,1,2,0,2,0,0,0,0,doctor,
18082,-1,0,2,0,1,2,1,1,0,1,-1,0,-1,0,1,0,0,soldier,
18083,-2,1,-1,0,0,1,-1,1,0,0,-1,1,-2,0,0,0,0,soldier,
18084,1,1,1,1,1,2,0,-2,1,1,1,2,-2,0,1,0,0,soldier,
18085,2,0,2,0,0,1,0,1,0,1,-1,1,1,1,0,0,0,actor,
18086,0,2,0,0,0,-2,0,0,0,0,1,-2,-2,0,1,0,0,soldier,
18087,0,-1,-1,1,1,1,-2,2,1,0,2,2,-1,0,0,0,0,soldier,
18088,2,1,0,0,1,-2,2,1,0,0,1,1,-1,0,1,0,0,actor,
18089,-1,0,-1,0,1,1,1,-2,1,0,0,0,2,1,1,0,0,soldier,
18090,2,0,-1,1,0,-2,1,2,1,0,-1,2,1,0,1,0,0,doctor,
18091,-1,0,1,1,0,-1,-2,1,0,0,0,-2,0,1,0,0,0,actor,
18092,-1,1,-1,0,0,-2,2,1,0,1,-1,-1,-2,1,1,0,0,soldier,
18093,1,2,-1,0,1,0,2,2,1,0,2,2,-1,1,0,0,0,actor,
18094,0,-2,2,0,1,-2,2,0,0,1,2,1,0,0,0,0,0,doctor,
18095,0,-1,1,0,0,-1,2,-1,0,1,-2,-1,2,1,0,0,0,actor,
18096,2,2,1,1,0,0,1,-1,1,1,-1,-2,2,1,1,0,0,soldier,
18097,-1,2,-2,0,0,-1,0,0,0,1,1,-2,2,1,1,0,0,soldier,
18098,-2,-2,0,1,1,1,1,1,0,0,2,-1,-1,1,0,0,0,soldier,
18099,0,2,1,0,1,1,0,-1,1,0,1,2,-1,0,0,0,0,actor,
18100,2,0,1,1,0,0,-1,2,0,0,-2,-1,1,1,1,0,0,soldier,
18101,-2,1,2,0,1,2,2,-1,0,1,0,-1,0,0,0,0,0,doctor,
18102,-1,0,2,0,1,0,-2,1,1,0,2,2,1,0,0,0,0,doctor,
18103,2,-1,2,0,0,2,1,-1,0,1,-1,1,1,1,0,0,0,soldier,
18104,-1,-2,-1,1,1,-2,1,-2,0,0,1,2,1,1,1,0,0,soldier,
18105,2,-1,2,0,0,2,0,0,1,0,1,0,2,1,0,0,0,soldier,
18106,0,-1,-2,0,1,2,2,-1,0,0,-1,1,1,0,1,0,0,doctor,
18107,1,0,1,0,1,0,-1,-2,0,0,1,-2,1,1,1,0,0,actor,
18108,1,0,-1,1,0,-1,-2,-1,0,0,-1,1,-1,0,0,0,0,soldier,
18109,1,0,0,0,1,2,-2,-2,0,1,-1,-2,-1,1,0,0,0,actor,
18110,1,2,0,0,1,1,0,-1,0,1,0,2,-2,1,1,0,0,soldier,
18111,-2,-1,2,1,1,-1,-2,2,0,0,0,-1,-2,1,1,0,0,actor,
18112,1,1,2,0,0,0,2,-2,1,1,2,1,1,1,1,0,0,soldier,
18113,-1,0,-2,0,1,2,-2,-1,1,1,-1,-1,-2,0,0,0,0,soldier,
18114,0,0,-2,1,0,-2,-2,-1,0,1,1,0,1,0,1,0,0,soldier,
18115,-1,1,0,0,1,-1,1,0,0,1,0,-1,1,1,1,0,0,soldier,
18116,-2,-2,-2,0,1,1,2,-1,0,0,0,2,-1,0,1,0,0,actor,
18117,0,-2,-2,1,1,2,-1,1,1,0,-2,0,1,1,0,0,0,soldier,
18118,0,2,-2,1,0,-2,0,1,1,0,2,-1,-2,0,1,0,0,doctor,
18119,-1,1,-2,1,1,2,0,-2,1,1,1,-1,-2,1,0,0,0,soldier,
18120,-1,0,2,0,1,2,-2,2,0,0,2,-2,1,1,1,0,0,soldier,
18121,-2,1,1,0,0,-2,-2,-1,1,0,-1,2,-1,0,1,0,0,doctor,
18122,1,1,-2,1,0,-1,2,0,0,1,-1,0,2,1,1,0,0,actor,
18123,-2,-2,2,0,0,1,-2,-1,0,1,2,2,-1,1,0,0,0,actor,
18124,2,1,2,1,0,2,-2,1,0,0,-2,-2,2,1,1,0,0,actor,
18125,2,0,-1,0,1,-2,2,2,1,1,0,-2,-1,0,0,0,0,doctor,
18126,1,-2,-2,0,0,-1,-2,-1,0,1,1,2,2,1,1,0,0,actor,
18127,-2,0,-2,0,1,1,0,-2,1,1,1,-1,0,1,1,0,0,actor,
18128,0,1,-1,0,0,2,0,1,1,1,2,-2,1,0,0,0,0,actor,
18129,-1,0,2,0,1,-2,0,0,0,1,-1,2,-2,1,0,0,0,actor,
18130,2,-1,-2,1,0,-2,-1,-1,1,0,1,-1,-2,1,0,0,0,soldier,
18131,-2,1,2,1,0,-1,2,-2,1,1,-2,-2,0,1,0,0,0,doctor,
18132,-2,-2,1,0,1,0,1,1,0,0,0,2,-1,0,1,0,0,soldier,
18133,0,1,1,0,1,0,1,0,1,1,2,1,1,0,0,0,0,soldier,
18134,0,2,-2,1,1,1,-2,-2,0,1,-1,-2,-2,1,0,0,0,actor,
18135,-1,2,-2,0,1,-2,0,2,1,1,2,2,1,0,1,0,0,soldier,
18136,1,1,1,0,1,-1,1,-1,0,1,-2,-1,-1,0,0,0,0,actor,
18137,-2,0,1,0,0,1,-1,0,1,0,-1,-1,-1,0,1,0,0,soldier,
18138,-2,-1,-2,1,0,2,-1,0,0,1,1,-1,-2,1,1,0,0,doctor,
18139,-2,-1,0,0,0,-2,0,0,0,0,0,2,1,1,1,0,0,doctor,
18140,-2,0,1,1,0,-1,2,0,0,1,1,2,-2,0,0,0,0,soldier,
18141,0,-1,-1,1,0,-2,1,1,1,1,-1,0,2,1,0,0,0,actor,
18142,0,2,2,0,1,0,-2,1,1,0,2,-1,-2,0,1,0,0,soldier,
18143,-2,0,1,0,0,-2,1,2,0,1,2,-2,1,1,0,0,0,doctor,
18144,1,-1,-2,0,0,1,-1,-1,0,1,2,2,2,1,0,0,0,actor,
18145,0,1,1,1,1,-2,1,0,1,0,-2,-2,-2,0,1,0,0,actor,
18146,1,0,-1,0,0,2,2,1,0,1,-1,0,0,1,1,0,0,soldier,
18147,1,0,-2,0,1,2,1,0,0,1,-1,-2,2,1,1,0,0,actor,
18148,-1,-1,1,0,1,0,0,-1,1,1,-1,0,0,1,0,0,0,actor,
18149,-1,1,1,1,1,-2,-1,2,0,1,2,0,2,0,0,0,0,actor,
18150,2,2,2,1,1,0,1,-1,0,0,-2,0,2,0,1,0,0,doctor,
18151,-2,2,-2,0,1,1,0,-2,0,0,-2,-2,-1,1,1,0,0,soldier,
18152,-1,-2,0,1,0,-2,-2,0,0,0,0,-1,2,0,0,0,0,soldier,
18153,0,-1,-2,0,0,-1,0,0,1,0,2,2,2,1,0,0,0,actor,
18154,1,-1,-2,1,1,2,0,1,1,1,2,-2,-2,0,1,0,0,doctor,
18155,0,0,-2,0,1,-1,-1,-1,1,0,-2,1,1,1,1,0,0,actor,
18156,1,-2,2,1,0,1,0,-2,0,0,-1,1,2,1,0,0,0,doctor,
18157,0,-1,-2,0,0,-2,2,0,0,1,-2,-1,-2,0,1,0,0,actor,
18158,-2,0,-2,1,0,-2,2,2,0,1,1,2,-2,1,0,0,0,soldier,
18159,1,2,-2,1,0,1,1,0,1,0,1,0,2,0,1,0,0,actor,
18160,2,1,-1,0,0,2,-1,1,1,0,-2,1,2,0,1,0,0,soldier,
18161,-2,2,-2,1,1,2,0,1,0,0,-1,-1,-1,0,1,0,0,doctor,
18162,1,1,0,0,0,-1,-2,2,1,1,1,2,-1,0,0,0,0,actor,
18163,2,1,2,0,0,-2,-1,-2,1,1,0,2,-1,1,1,0,0,soldier,
18164,0,1,0,1,1,1,0,2,1,0,-2,2,-1,0,1,0,0,doctor,
18165,0,1,2,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,actor,
18166,-1,0,1,1,1,0,0,0,1,1,0,1,-1,0,1,0,0,soldier,
18167,-1,1,0,0,0,-2,-2,-2,1,1,-1,1,-2,1,0,0,0,doctor,
18168,1,-1,2,0,1,-2,0,2,0,0,-2,2,2,1,0,0,0,doctor,
18169,-2,0,1,0,0,-2,-1,2,1,1,-1,1,0,0,0,0,0,doctor,
18170,2,0,-1,1,0,2,2,1,1,0,2,-2,-2,0,0,0,0,actor,
18171,-1,0,1,1,1,-2,-1,1,1,1,2,-1,2,1,0,0,0,actor,
18172,0,-2,0,1,0,-2,-2,0,1,1,2,-1,2,0,1,0,0,soldier,
18173,0,1,1,1,0,-2,1,2,1,0,2,-1,2,0,1,0,0,doctor,
18174,1,0,-1,0,1,-2,2,1,1,1,0,1,-1,1,0,0,0,actor,
18175,-2,-2,1,1,0,1,-2,2,1,0,2,-2,2,0,0,0,0,soldier,
18176,0,2,-2,1,1,1,1,-2,1,0,1,-1,-2,1,1,0,0,soldier,
18177,0,2,2,1,0,1,1,-1,1,1,-1,1,2,1,1,0,0,actor,
18178,2,0,0,0,1,-2,-1,-1,0,1,0,2,-1,1,1,0,0,doctor,
18179,2,2,0,0,1,1,-1,-1,1,1,1,-1,-2,0,0,0,0,soldier,
18180,1,1,-2,0,0,2,2,-1,0,0,0,1,0,1,1,0,0,doctor,
18181,-1,1,0,1,1,-1,2,-1,0,1,2,0,-2,0,0,0,0,doctor,
18182,-2,1,2,0,0,-2,-1,2,0,0,1,-1,0,1,0,0,0,doctor,
18183,2,2,-2,1,1,-2,1,1,0,0,2,1,0,0,1,0,0,actor,
18184,0,-1,-1,0,0,-2,-1,0,0,1,2,-1,2,1,1,0,0,doctor,
18185,-1,1,-1,1,1,2,-2,1,1,1,2,-1,1,0,1,0,0,actor,
18186,-2,0,0,1,0,-2,-2,-2,0,1,0,-2,2,1,1,0,0,actor,
18187,-1,2,0,0,1,2,-2,-1,0,0,0,-2,0,1,0,0,0,doctor,
18188,-2,2,-2,1,0,0,-2,-2,1,0,1,0,-1,0,1,0,0,actor,
18189,0,-2,2,0,0,0,-1,-2,0,0,-1,-1,1,1,0,0,0,doctor,
18190,0,-1,0,1,0,2,-1,-1,1,0,-2,2,0,0,0,0,0,actor,
18191,2,-1,2,1,0,-1,2,1,0,0,-2,2,1,0,0,0,0,soldier,
18192,0,1,2,0,0,-1,2,2,1,0,2,0,-1,0,0,0,0,actor,
18193,-2,-1,0,0,0,-2,0,-2,1,1,2,0,0,0,1,0,0,actor,
18194,-2,2,-2,1,0,-2,0,-2,1,0,-2,2,2,0,1,0,0,soldier,
18195,-1,1,0,1,1,-2,-2,1,0,0,-2,-2,2,0,1,0,0,actor,
18196,-1,1,1,0,0,1,-2,-2,0,1,-1,2,2,1,1,0,0,doctor,
18197,2,-1,0,1,0,0,1,2,0,1,-2,-2,1,1,0,0,0,doctor,
18198,1,-2,-2,1,1,2,2,0,0,0,-2,-2,0,0,0,0,0,actor,
18199,0,2,2,1,0,0,1,2,0,0,0,-2,2,1,1,0,0,actor,
18200,0,-1,2,0,1,-2,-1,-2,0,0,-2,0,-2,1,1,0,0,doctor,
18201,-2,-1,-2,1,1,1,-1,2,1,0,0,-2,1,0,1,0,0,actor,
18202,1,1,0,0,1,-2,1,1,1,0,-1,2,0,0,0,0,0,doctor,
18203,-1,-1,-1,1,1,2,0,-1,1,0,-2,1,1,0,0,0,0,actor,
18204,-1,1,-2,1,0,-1,1,1,1,0,0,0,0,0,1,0,0,doctor,
18205,2,0,1,1,1,1,2,1,1,1,0,-1,1,0,0,0,0,actor,
18206,2,-2,0,1,1,-2,-2,-2,0,0,1,2,-1,1,0,0,0,actor,
18207,1,-2,2,1,0,2,0,-2,1,1,1,1,-2,1,0,0,0,actor,
18208,2,0,2,0,0,-2,2,-1,0,0,1,0,0,1,0,0,0,soldier,
18209,-2,1,-1,0,1,0,0,-2,1,1,2,0,0,1,1,0,0,doctor,
18210,1,0,1,0,0,-1,2,2,0,1,-2,-1,0,1,1,0,0,actor,
18211,0,1,1,1,0,-1,2,-1,0,0,-2,1,0,1,1,0,0,soldier,
18212,2,-1,-2,1,1,-2,1,2,1,1,-2,-1,2,1,1,0,0,soldier,
18213,2,0,0,0,0,2,-1,0,1,0,0,-2,-1,1,0,0,0,soldier,
18214,2,-2,1,0,1,1,0,2,1,0,-2,0,-1,1,1,0,0,soldier,
18215,-1,1,0,1,0,-2,-2,1,0,0,2,-1,-2,1,0,0,0,soldier,
18216,0,-2,-2,1,1,-2,-1,-1,0,1,0,-1,1,0,1,0,0,doctor,
18217,-2,2,-1,0,0,1,-1,1,1,0,-1,0,0,1,0,0,0,actor,
18218,-2,2,-1,0,1,-1,1,1,1,1,2,-2,1,0,0,0,0,actor,
18219,2,2,2,0,1,-2,0,2,0,1,1,-1,1,0,0,0,0,doctor,
18220,2,1,1,0,1,1,-1,0,0,0,-2,0,2,0,1,0,0,actor,
18221,0,2,0,1,1,2,-1,2,1,1,2,0,-1,1,0,0,0,doctor,
18222,0,0,-1,0,1,2,-1,-1,0,1,2,2,-2,0,1,0,0,actor,
18223,-1,-1,1,1,1,2,0,-2,1,1,1,0,1,0,1,0,0,actor,
18224,1,-2,0,0,0,1,-1,2,0,1,0,-2,1,0,1,0,0,actor,
18225,2,1,-2,1,1,2,2,1,1,1,-1,-1,-2,0,0,0,0,actor,
18226,0,-1,-1,0,1,0,-1,0,1,1,-1,-1,-2,1,1,0,0,actor,
18227,-2,0,0,1,0,2,-2,-1,0,1,-1,0,1,1,0,0,0,doctor,
18228,0,-2,-1,0,0,-1,1,-1,0,1,-1,-1,1,1,0,0,0,doctor,
18229,-2,0,0,1,1,2,1,0,1,1,0,2,0,1,0,0,0,actor,
18230,0,-2,0,1,1,-1,1,-2,1,1,-2,-1,-1,0,0,0,0,doctor,
18231,2,1,1,0,0,1,-1,-2,0,1,1,-2,1,1,0,0,0,soldier,
18232,2,0,2,0,1,1,2,2,0,1,1,-2,1,0,1,0,0,doctor,
18233,1,0,-2,1,0,-2,-2,-2,0,0,-2,-1,-1,1,1,0,0,actor,
18234,1,-2,-2,1,0,2,1,-2,1,1,1,0,-1,0,0,0,0,soldier,
18235,2,-1,-1,0,1,2,0,-2,0,0,1,1,-2,0,0,0,0,actor,
18236,0,1,0,1,0,-1,2,0,0,1,-2,2,-1,0,1,0,0,soldier,
18237,-2,-1,0,1,0,-1,-2,2,1,1,0,2,-1,0,1,0,0,soldier,
18238,1,-1,2,1,0,2,0,0,1,0,1,2,-1,1,0,0,0,doctor,
18239,1,-2,1,1,0,1,-1,1,0,1,1,0,-2,0,1,0,0,doctor,
18240,1,0,0,1,0,1,-1,-1,1,0,2,2,2,0,1,0,0,soldier,
18241,-1,1,2,0,1,-2,2,0,1,1,2,-1,-1,1,1,0,0,actor,
18242,-1,1,2,1,1,0,-2,-2,1,0,1,2,-2,1,1,0,0,soldier,
18243,2,1,-1,1,1,-2,1,-2,1,0,1,-1,2,0,0,0,0,soldier,
18244,-1,0,2,1,0,0,2,2,0,0,0,-1,-1,1,1,0,0,soldier,
18245,-1,-2,-1,0,0,-1,0,1,0,0,2,0,0,1,0,0,0,actor,
18246,-1,-1,-2,0,0,1,-2,0,0,0,-2,-1,1,1,1,0,0,soldier,
18247,2,-1,2,1,0,2,-1,0,1,1,-2,0,1,0,0,0,0,actor,
18248,-2,2,-2,0,1,1,0,-2,1,1,-1,-2,0,0,1,0,0,doctor,
18249,-1,2,2,0,1,-2,0,0,0,0,2,-2,0,0,1,0,0,soldier,
18250,-1,0,-2,0,1,2,-1,-2,1,1,2,-2,-1,1,1,0,0,actor,
18251,-1,-2,-2,0,0,-2,-2,2,0,0,0,-1,-1,0,1,0,0,actor,
18252,0,2,-2,1,0,-1,-1,-1,1,1,1,2,0,0,1,0,0,doctor,
18253,-2,0,-1,1,0,-1,-2,-2,0,1,-2,1,1,1,1,0,0,actor,
18254,1,1,0,1,1,-2,-2,1,1,1,-1,0,-2,1,1,0,0,soldier,
18255,-2,0,-1,1,1,0,-1,0,0,1,0,1,2,0,1,0,0,soldier,
18256,-2,-1,1,0,1,2,0,-2,0,1,0,2,1,1,0,0,0,doctor,
18257,1,-1,-1,1,1,2,2,0,1,0,-1,1,2,1,1,0,0,doctor,
18258,-1,1,2,0,1,2,2,-2,1,1,0,-1,1,0,0,0,0,doctor,
18259,0,2,0,0,1,2,0,-2,0,0,1,-1,2,1,0,0,0,soldier,
18260,-1,2,0,1,0,1,0,2,1,0,0,0,-2,1,1,0,0,soldier,
18261,2,2,2,1,1,2,0,0,1,0,-2,-1,0,1,0,0,0,doctor,
18262,0,2,0,1,1,-2,-2,2,1,0,0,-2,-2,0,1,0,0,soldier,
18263,1,2,-2,1,1,0,0,0,1,0,1,1,1,1,0,0,0,doctor,
18264,-2,2,-2,0,1,1,0,-2,1,0,-2,-1,-1,1,1,0,0,actor,
18265,-2,2,-2,0,0,0,0,-1,1,0,-2,-2,0,1,0,0,0,doctor,
18266,0,-1,2,1,1,-1,-2,1,0,0,-1,-1,-1,0,0,0,0,doctor,
18267,-1,2,-1,1,1,2,2,-1,1,1,0,0,2,1,0,0,0,soldier,
18268,-1,1,2,0,1,2,-2,0,1,1,0,2,2,0,1,0,0,doctor,
18269,-1,-2,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,soldier,
18270,-1,2,0,1,0,1,0,0,1,1,-1,-2,0,1,0,0,0,soldier,
18271,2,-1,1,1,0,-2,-1,1,0,1,-1,0,1,0,0,0,0,actor,
18272,1,1,1,0,1,0,-2,-2,0,1,1,-2,-2,1,1,0,0,soldier,
18273,1,2,1,0,0,1,-1,0,1,0,2,1,-2,1,1,0,0,soldier,
18274,2,1,-1,1,1,-2,-1,0,0,1,-1,0,-2,0,0,0,0,actor,
18275,0,-2,-2,1,1,2,-2,-2,1,1,-2,1,0,0,0,0,0,doctor,
18276,-2,1,-2,0,0,1,-1,-2,1,0,1,-1,-2,0,1,0,0,doctor,
18277,1,2,1,0,0,-2,-1,2,0,1,-1,2,-1,1,1,0,0,soldier,
18278,1,1,-1,0,1,2,1,-1,1,0,2,1,1,0,0,0,0,doctor,
18279,-2,2,0,1,0,-2,-1,-1,1,1,-1,2,0,0,0,0,0,soldier,
18280,2,1,2,0,1,2,-1,-2,0,0,-1,-1,1,0,1,0,0,doctor,
18281,-2,0,-1,1,1,0,0,2,0,0,-2,0,2,0,1,0,0,doctor,
18282,0,-2,1,0,0,-2,0,1,1,0,-1,-2,0,0,1,0,0,doctor,
18283,-1,-1,2,0,0,2,0,2,1,0,2,-2,1,1,1,0,0,actor,
18284,0,0,0,1,1,1,1,-1,0,1,-2,-1,1,0,1,0,0,doctor,
18285,0,-2,-1,1,1,0,0,-1,0,0,-1,-1,0,0,0,0,0,doctor,
18286,-1,0,-2,0,1,2,-1,-1,1,0,0,-1,2,0,0,0,0,doctor,
18287,1,1,-2,1,0,1,1,-1,0,0,2,-1,1,0,1,0,0,soldier,
18288,-2,-1,-2,0,1,-2,1,0,1,0,2,0,-2,0,1,0,0,actor,
18289,1,0,2,1,0,-2,-2,-1,1,0,1,0,2,1,1,0,0,soldier,
18290,1,0,-2,0,0,0,0,-1,0,1,-2,-1,2,1,0,0,0,soldier,
18291,0,1,2,1,1,-2,1,2,0,1,2,1,1,1,1,0,0,actor,
18292,-1,1,-1,0,1,0,1,-2,0,0,0,1,1,1,0,0,0,doctor,
18293,-1,1,2,0,0,-2,1,-2,1,1,0,2,1,1,1,0,0,soldier,
18294,2,2,0,0,0,-2,0,-1,0,0,-2,-2,0,1,0,0,0,soldier,
18295,1,-1,-1,0,1,1,-2,2,0,1,1,2,0,0,1,0,0,actor,
18296,-1,2,2,0,1,-1,0,0,0,0,1,0,-2,1,1,0,0,actor,
18297,1,-2,2,0,1,1,2,-1,1,1,0,-1,2,1,0,0,0,actor,
18298,-1,1,-1,0,0,1,2,-2,0,0,-1,1,2,1,1,0,0,soldier,
18299,0,1,-1,1,1,1,2,-1,1,1,0,1,-1,0,1,0,0,actor,
18300,1,-2,0,0,0,1,2,1,0,1,1,2,-1,1,0,0,0,doctor,
18301,0,-2,-1,1,1,-2,2,1,0,0,-2,-1,-2,1,0,0,0,soldier,
18302,-1,-1,1,0,0,0,1,2,1,1,-1,2,1,1,1,0,0,actor,
18303,2,2,0,0,0,-2,1,1,1,1,-1,-2,-2,1,1,0,0,actor,
18304,2,-2,1,0,1,0,0,-1,0,0,-1,1,-1,0,1,0,0,doctor,
18305,-2,1,1,1,1,1,-2,-2,1,1,2,-2,2,0,1,0,0,doctor,
18306,-1,2,0,1,0,2,-2,0,1,1,-2,-2,-2,1,0,0,0,doctor,
18307,-2,1,2,0,0,0,-2,-1,1,1,-2,-2,1,1,0,0,0,soldier,
18308,1,-1,-2,0,0,2,-2,-2,0,0,-2,2,1,1,0,0,0,actor,
18309,-1,0,2,0,0,-2,2,-2,1,1,-1,-2,0,1,1,0,0,soldier,
18310,2,2,0,1,0,-1,0,1,0,1,1,-1,-1,1,0,0,0,actor,
18311,1,-1,-1,1,1,2,0,-2,1,1,1,1,-2,1,0,0,0,actor,
18312,-2,-2,-1,0,1,2,-2,1,0,0,0,-2,2,0,1,0,0,actor,
18313,2,1,1,1,0,0,0,1,1,0,0,-2,2,0,1,0,0,soldier,
18314,2,-1,-2,1,1,-1,2,0,0,1,1,-1,-1,1,0,0,0,soldier,
18315,-1,2,0,1,1,2,1,1,0,0,0,-2,2,0,0,0,0,doctor,
18316,-2,2,0,1,0,-2,2,-2,1,1,-2,1,0,0,0,0,0,doctor,
18317,-1,2,-1,0,0,-1,-2,-1,1,0,-1,0,-1,1,1,0,0,doctor,
18318,0,2,-2,1,1,-1,1,2,1,1,2,0,2,0,1,0,0,actor,
18319,-2,2,0,0,1,1,1,-2,0,0,0,0,2,1,0,0,0,actor,
18320,1,-2,-1,1,0,2,-1,-1,0,1,1,-2,0,1,0,0,0,doctor,
18321,-1,2,1,0,1,2,-1,-1,0,1,-2,1,-1,1,1,0,0,soldier,
18322,-2,-2,0,1,1,1,-1,0,0,0,2,0,2,0,0,0,0,soldier,
18323,1,1,-1,0,1,0,0,2,1,1,-2,-1,2,1,0,0,0,actor,
18324,-2,0,0,0,0,-2,-1,2,0,0,1,0,-2,1,0,0,0,actor,
18325,1,-2,-1,1,1,0,-2,0,1,1,-2,1,0,0,0,0,0,soldier,
18326,2,1,2,1,0,-1,0,-1,0,1,0,2,1,1,0,0,0,soldier,
18327,0,0,-1,0,0,-2,2,2,0,0,-1,-1,0,1,0,0,0,soldier,
18328,-2,0,2,1,1,2,1,2,0,1,2,2,1,0,0,0,0,actor,
18329,1,0,1,0,0,2,0,2,1,0,1,0,1,1,1,0,0,soldier,
18330,-1,-1,-2,0,1,1,-2,0,1,1,1,-1,0,1,0,0,0,doctor,
18331,0,2,1,0,1,2,2,1,1,1,-1,-2,0,1,0,0,0,soldier,
18332,-1,-1,0,1,0,2,-1,-2,0,0,-1,1,2,0,0,0,0,doctor,
18333,2,-2,2,1,0,0,-1,1,1,1,2,2,-2,1,0,0,0,soldier,
18334,1,2,1,1,1,0,-1,2,1,1,0,-1,0,1,1,0,0,doctor,
18335,-2,2,-1,1,0,-2,2,0,1,0,-1,-1,1,0,0,0,0,actor,
18336,-1,1,-1,0,0,-1,-1,1,1,0,-2,-1,-2,1,1,0,0,actor,
