,index,doctor_altruism,doctor_likes_soldier,doctor_likes_actor,doctor_has_food,doctor_has_meds,soldier_altruism,soldier_likes_doctor,soldier_likes_actor,soldier_has_food,soldier_has_meds,actor_altruism,actor_likes_doctor,actor_likes_soldier,actor_has_food,actor_has_meds,food_quantity,meds_quantity,active,results,wants_meds,wants_food,attacks_doctor,attacks_soldier,attacks_actor
3937,59055,-2,-2,-2,0,0,0,2,2,1,0,0,1,-1,1,0,0,0,doctor,"prepare_meeting(actor, doctor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3938,59070,-2,-2,-2,0,0,0,2,2,1,0,0,1,-1,1,1,0,1,doctor,"prepare_meeting(actor, doctor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3939,59085,-2,-2,-2,0,0,0,2,2,1,0,0,1,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3940,59100,-2,-2,-2,0,0,0,2,2,1,0,0,1,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3941,59115,-2,-2,-2,0,0,0,2,2,1,0,0,1,0,1,1,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3942,59130,-2,-2,-2,0,0,0,2,2,1,0,0,1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
3943,59145,-2,-2,-2,0,0,0,2,2,1,0,0,1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3944,59160,-2,-2,-2,0,0,0,2,2,1,0,0,1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3945,59175,-2,-2,-2,0,0,0,2,2,1,0,0,1,2,0,0,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3946,59190,-2,-2,-2,0,0,0,2,2,1,0,0,1,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3947,59205,-2,-2,-2,0,0,0,2,2,1,0,0,1,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3948,59220,-2,-2,-2,0,0,0,2,2,1,0,0,1,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3949,59235,-2,-2,-2,0,0,0,2,2,1,0,0,2,-2,0,1,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3950,59250,-2,-2,-2,0,0,0,2,2,1,0,0,2,-2,1,0,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3951,59265,-2,-2,-2,0,0,0,2,2,1,0,0,2,-2,1,1,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3952,59280,-2,-2,-2,0,0,0,2,2,1,0,0,2,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3953,59295,-2,-2,-2,0,0,0,2,2,1,0,0,2,-1,1,0,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3954,59310,-2,-2,-2,0,0,0,2,2,1,0,0,2,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3955,59325,-2,-2,-2,0,0,0,2,2,1,0,0,2,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3956,59340,-2,-2,-2,0,0,0,2,2,1,0,0,2,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3957,59355,-2,-2,-2,0,0,0,2,2,1,0,0,2,0,1,1,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3958,59370,-2,-2,-2,0,0,0,2,2,1,0,0,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
3959,59385,-2,-2,-2,0,0,0,2,2,1,0,0,2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3960,59400,-2,-2,-2,0,0,0,2,2,1,0,0,2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3961,59415,-2,-2,-2,0,0,0,2,2,1,0,0,2,2,0,0,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3962,59430,-2,-2,-2,0,0,0,2,2,1,0,0,2,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3963,59445,-2,-2,-2,0,0,0,2,2,1,0,0,2,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3964,59460,-2,-2,-2,0,0,0,2,2,1,0,0,2,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3965,59475,-2,-2,-2,0,0,0,2,2,1,0,1,-2,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3966,59490,-2,-2,-2,0,0,0,2,2,1,0,1,-2,-2,1,0,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3967,59505,-2,-2,-2,0,0,0,2,2,1,0,1,-2,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3968,59520,-2,-2,-2,0,0,0,2,2,1,0,1,-2,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3969,59535,-2,-2,-2,0,0,0,2,2,1,0,1,-2,-1,1,0,0,0,doctor,"prepare_meeting(doctor, actor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3970,59550,-2,-2,-2,0,0,0,2,2,1,0,1,-2,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3971,59565,-2,-2,-2,0,0,0,2,2,1,0,1,-2,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3972,59580,-2,-2,-2,0,0,0,2,2,1,0,1,-2,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3973,59595,-2,-2,-2,0,0,0,2,2,1,0,1,-2,0,1,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3974,59610,-2,-2,-2,0,0,0,2,2,1,0,1,-2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
3975,59625,-2,-2,-2,0,0,0,2,2,1,0,1,-2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3976,59640,-2,-2,-2,0,0,0,2,2,1,0,1,-2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3977,59655,-2,-2,-2,0,0,0,2,2,1,0,1,-2,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3978,59670,-2,-2,-2,0,0,0,2,2,1,0,1,-2,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3979,59685,-2,-2,-2,0,0,0,2,2,1,0,1,-2,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3980,59700,-2,-2,-2,0,0,0,2,2,1,0,1,-2,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3981,59715,-2,-2,-2,0,0,0,2,2,1,0,1,-1,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3982,59730,-2,-2,-2,0,0,0,2,2,1,0,1,-1,-2,1,0,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3983,59745,-2,-2,-2,0,0,0,2,2,1,0,1,-1,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3984,59760,-2,-2,-2,0,0,0,2,2,1,0,1,-1,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3985,59775,-2,-2,-2,0,0,0,2,2,1,0,1,-1,-1,1,0,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3986,59790,-2,-2,-2,0,0,0,2,2,1,0,1,-1,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3987,59805,-2,-2,-2,0,0,0,2,2,1,0,1,-1,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3988,59820,-2,-2,-2,0,0,0,2,2,1,0,1,-1,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3989,59835,-2,-2,-2,0,0,0,2,2,1,0,1,-1,0,1,1,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3990,59850,-2,-2,-2,0,0,0,2,2,1,0,1,-1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
3991,59865,-2,-2,-2,0,0,0,2,2,1,0,1,-1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3992,59880,-2,-2,-2,0,0,0,2,2,1,0,1,-1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
3993,59895,-2,-2,-2,0,0,0,2,2,1,0,1,-1,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3994,59910,-2,-2,-2,0,0,0,2,2,1,0,1,-1,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3995,59925,-2,-2,-2,0,0,0,2,2,1,0,1,-1,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3996,59940,-2,-2,-2,0,0,0,2,2,1,0,1,-1,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
3997,59955,-2,-2,-2,0,0,0,2,2,1,0,1,0,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3998,59970,-2,-2,-2,0,0,0,2,2,1,0,1,0,-2,1,0,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
3999,59985,-2,-2,-2,0,0,0,2,2,1,0,1,0,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4000,60000,-2,-2,-2,0,0,0,2,2,1,0,1,0,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4001,60015,-2,-2,-2,0,0,0,2,2,1,0,1,0,-1,1,0,0,0,doctor,"prepare_meeting(doctor, actor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4002,60030,-2,-2,-2,0,0,0,2,2,1,0,1,0,-1,1,1,0,1,doctor,"prepare_meeting(doctor, actor) prepare_trap(soldier, actor, doctor) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4003,60045,-2,-2,-2,0,0,0,2,2,1,0,1,0,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4004,60060,-2,-2,-2,0,0,0,2,2,1,0,1,0,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4005,60075,-2,-2,-2,0,0,0,2,2,1,0,1,0,0,1,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4006,60090,-2,-2,-2,0,0,0,2,2,1,0,1,0,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
4007,60105,-2,-2,-2,0,0,0,2,2,1,0,1,0,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4008,60120,-2,-2,-2,0,0,0,2,2,1,0,1,0,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4009,60135,-2,-2,-2,0,0,0,2,2,1,0,1,0,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4010,60150,-2,-2,-2,0,0,0,2,2,1,0,1,0,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4011,60165,-2,-2,-2,0,0,0,2,2,1,0,1,0,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4012,60180,-2,-2,-2,0,0,0,2,2,1,0,1,0,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4013,60195,-2,-2,-2,0,0,0,2,2,1,0,1,1,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4014,60210,-2,-2,-2,0,0,0,2,2,1,0,1,1,-2,1,0,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4015,60225,-2,-2,-2,0,0,0,2,2,1,0,1,1,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4016,60240,-2,-2,-2,0,0,0,2,2,1,0,1,1,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4017,60255,-2,-2,-2,0,0,0,2,2,1,0,1,1,-1,1,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4018,60270,-2,-2,-2,0,0,0,2,2,1,0,1,1,-1,1,1,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4019,60285,-2,-2,-2,0,0,0,2,2,1,0,1,1,0,0,0,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4020,60300,-2,-2,-2,0,0,0,2,2,1,0,1,1,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4021,60315,-2,-2,-2,0,0,0,2,2,1,0,1,1,0,1,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4022,60330,-2,-2,-2,0,0,0,2,2,1,0,1,1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
4023,60345,-2,-2,-2,0,0,0,2,2,1,0,1,1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4024,60360,-2,-2,-2,0,0,0,2,2,1,0,1,1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4025,60375,-2,-2,-2,0,0,0,2,2,1,0,1,1,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4026,60390,-2,-2,-2,0,0,0,2,2,1,0,1,1,2,0,1,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4027,60405,-2,-2,-2,0,0,0,2,2,1,0,1,1,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4028,60420,-2,-2,-2,0,0,0,2,2,1,0,1,1,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4029,60435,-2,-2,-2,0,0,0,2,2,1,0,1,2,-2,0,1,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4030,60450,-2,-2,-2,0,0,0,2,2,1,0,1,2,-2,1,0,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4031,60465,-2,-2,-2,0,0,0,2,2,1,0,1,2,-2,1,1,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4032,60480,-2,-2,-2,0,0,0,2,2,1,0,1,2,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4033,60495,-2,-2,-2,0,0,0,2,2,1,0,1,2,-1,1,0,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4034,60510,-2,-2,-2,0,0,0,2,2,1,0,1,2,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4035,60525,-2,-2,-2,0,0,0,2,2,1,0,1,2,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4036,60540,-2,-2,-2,0,0,0,2,2,1,0,1,2,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4037,60555,-2,-2,-2,0,0,0,2,2,1,0,1,2,0,1,1,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4038,60570,-2,-2,-2,0,0,0,2,2,1,0,1,2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
4039,60585,-2,-2,-2,0,0,0,2,2,1,0,1,2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4040,60600,-2,-2,-2,0,0,0,2,2,1,0,1,2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4041,60615,-2,-2,-2,0,0,0,2,2,1,0,1,2,2,0,0,0,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4042,60630,-2,-2,-2,0,0,0,2,2,1,0,1,2,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4043,60645,-2,-2,-2,0,0,0,2,2,1,0,1,2,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4044,60660,-2,-2,-2,0,0,0,2,2,1,0,1,2,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4045,60675,-2,-2,-2,0,0,0,2,2,1,0,2,-2,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4046,60690,-2,-2,-2,0,0,0,2,2,1,0,2,-2,-2,1,0,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4047,60705,-2,-2,-2,0,0,0,2,2,1,0,2,-2,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4048,60720,-2,-2,-2,0,0,0,2,2,1,0,2,-2,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4049,60735,-2,-2,-2,0,0,0,2,2,1,0,2,-2,-1,1,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4050,60750,-2,-2,-2,0,0,0,2,2,1,0,2,-2,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4051,60765,-2,-2,-2,0,0,0,2,2,1,0,2,-2,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4052,60780,-2,-2,-2,0,0,0,2,2,1,0,2,-2,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4053,60795,-2,-2,-2,0,0,0,2,2,1,0,2,-2,0,1,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4054,60810,-2,-2,-2,0,0,0,2,2,1,0,2,-2,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
4055,60825,-2,-2,-2,0,0,0,2,2,1,0,2,-2,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4056,60840,-2,-2,-2,0,0,0,2,2,1,0,2,-2,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4057,60855,-2,-2,-2,0,0,0,2,2,1,0,2,-2,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4058,60870,-2,-2,-2,0,0,0,2,2,1,0,2,-2,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4059,60885,-2,-2,-2,0,0,0,2,2,1,0,2,-2,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4060,60900,-2,-2,-2,0,0,0,2,2,1,0,2,-2,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4061,60915,-2,-2,-2,0,0,0,2,2,1,0,2,-1,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4062,60930,-2,-2,-2,0,0,0,2,2,1,0,2,-1,-2,1,0,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4063,60945,-2,-2,-2,0,0,0,2,2,1,0,2,-1,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4064,60960,-2,-2,-2,0,0,0,2,2,1,0,2,-1,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4065,60975,-2,-2,-2,0,0,0,2,2,1,0,2,-1,-1,1,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4066,60990,-2,-2,-2,0,0,0,2,2,1,0,2,-1,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4067,61005,-2,-2,-2,0,0,0,2,2,1,0,2,-1,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4068,61020,-2,-2,-2,0,0,0,2,2,1,0,2,-1,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4069,61035,-2,-2,-2,0,0,0,2,2,1,0,2,-1,0,1,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4070,61050,-2,-2,-2,0,0,0,2,2,1,0,2,-1,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
4071,61065,-2,-2,-2,0,0,0,2,2,1,0,2,-1,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4072,61080,-2,-2,-2,0,0,0,2,2,1,0,2,-1,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4073,61095,-2,-2,-2,0,0,0,2,2,1,0,2,-1,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4074,61110,-2,-2,-2,0,0,0,2,2,1,0,2,-1,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4075,61125,-2,-2,-2,0,0,0,2,2,1,0,2,-1,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4076,61140,-2,-2,-2,0,0,0,2,2,1,0,2,-1,2,1,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4077,61155,-2,-2,-2,0,0,0,2,2,1,0,2,0,-2,0,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4078,61170,-2,-2,-2,0,0,0,2,2,1,0,2,0,-2,1,0,0,1,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4079,61185,-2,-2,-2,0,0,0,2,2,1,0,2,0,-2,1,1,1,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4080,61200,-2,-2,-2,0,0,0,2,2,1,0,2,0,-1,0,0,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4081,61215,-2,-2,-2,0,0,0,2,2,1,0,2,0,-1,1,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4082,61230,-2,-2,-2,0,0,0,2,2,1,0,2,0,-1,1,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4083,61245,-2,-2,-2,0,0,0,2,2,1,0,2,0,0,0,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4084,61260,-2,-2,-2,0,0,0,2,2,1,0,2,0,0,0,1,1,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4085,61275,-2,-2,-2,0,0,0,2,2,1,0,2,0,0,1,1,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4086,61290,-2,-2,-2,0,0,0,2,2,1,0,2,0,1,0,0,0,1,doctor,"find(doctor, meds) get_item(doctor, actor, meds)
",1.0,0.0,0,0.0,0.0
4087,61305,-2,-2,-2,0,0,0,2,2,1,0,2,0,1,0,1,1,0,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4088,61320,-2,-2,-2,0,0,0,2,2,1,0,2,0,1,1,0,1,1,doctor,"find(doctor, food) get_item(doctor, actor, food)
",0.0,1.0,0,0.0,0.0
4089,61335,-2,-2,-2,0,0,0,2,2,1,0,2,0,2,0,0,0,0,doctor,"prepare_meeting(soldier, actor) prepare_trap(doctor, actor, soldier) attack(doctor, actor)
",0.0,0.0,0,0.0,1.0
4090,61350,-2,-2,-2,0,0,0,2,2,1,0,2,0,2,0,1,0,1,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
4091,61365,-2,-2,-2,0,0,0,2,2,1,0,2,0,2,1,0,1,0,doctor,"Time limit reached.
",0.0,0.0,0,0.0,0.0
