,char_acting_health,char_acting_knowledge,char_acting_altruism,char_acting_ambition,char_acting_support,char_acting_money,char_acting_satisfaction,char_acting_state,char_acting_relation_char1,char_acting_supports_char1,char_acting_relation_char2,char_acting_supports_char2,char1_health,char1_knowledge,char1_altruism,char1_ambition,char1_support,char1_money,char1_satisfaction,char1_state,char1_relation_char_acting,char1_supports_char_acting,char1_relation_char2,char1_supports_char2,char2_health,char2_knowledge,char2_altruism,char2_ambition,char2_support,char2_money,char2_satisfaction,char2_state,char2_relation_char_acting,char2_supports_char_acting,char2_relation_char1,char2_supports_char1,ship_defense,ship_status,ship_magic,results,time
6745,1,2,2,2,0,0,0,?,-2,0,-1,0,1,2,1,2,1,1,0,hidden,-2,0,-2,0,1,1,-1,4,0,0,0,blocked,1,0,2,0,-1,1,0,,
6746,2,2,0,4,0,1,0,hidden,-2,0,-2,0,1,1,-2,0,0,1,0,hidden,-1,1,-2,1,2,0,-1,3,0,0,0,hidden,0,0,0,1,1,1,0,,
6747,0,1,-2,3,1,0,0,blocked,-1,0,2,0,2,0,2,0,0,0,0,blocked,2,0,2,0,2,0,-2,2,1,0,0,?,-1,0,-2,1,0,-1,1,,
6748,1,0,2,3,1,0,0,hidden,-1,1,-2,0,1,2,-2,2,0,1,0,blocked,-1,1,1,0,1,2,-1,4,1,1,0,blocked,2,0,-2,1,1,0,1,,
6749,1,0,0,3,0,0,0,blocked,-1,0,0,1,2,0,-2,0,0,0,0,blocked,1,0,0,0,1,1,-1,0,1,0,0,blocked,0,0,2,0,0,-1,1,,
6750,2,1,1,3,0,0,0,hidden,-2,0,-2,1,2,2,-2,1,0,0,0,?,-1,1,0,0,1,0,-1,3,1,1,0,blocked,1,0,-1,0,0,1,0,,
6751,2,0,-2,2,1,0,0,?,1,0,-1,0,1,0,1,4,1,1,0,?,-1,1,2,0,1,1,2,1,0,1,0,hidden,1,1,1,1,-1,1,1,,
6752,2,1,0,2,1,1,0,blocked,2,1,1,0,0,2,1,0,0,0,0,blocked,2,0,-2,1,0,0,0,0,0,1,0,hidden,0,1,-1,1,1,1,0,,
6753,2,1,0,1,0,1,0,hidden,-1,1,-2,1,2,1,-1,4,0,1,0,?,2,1,0,0,1,1,2,0,1,1,0,?,-2,1,2,1,-1,1,1,,
6754,2,1,2,1,0,0,0,blocked,2,1,2,1,2,0,-2,1,0,1,0,hidden,2,0,0,0,0,0,0,4,0,1,0,blocked,1,1,0,0,1,0,1,,
6755,0,0,1,0,1,0,0,hidden,0,1,1,0,2,2,2,2,0,0,0,blocked,0,0,-2,0,2,1,1,3,1,0,0,?,0,0,1,0,0,1,1,,
6756,1,1,1,0,1,1,0,hidden,2,0,1,1,0,2,0,2,0,0,0,?,-2,0,-2,0,1,0,2,0,1,1,0,?,1,0,-1,1,-1,1,1,,
6757,1,0,0,1,0,0,0,?,-2,1,2,1,2,1,1,4,1,0,0,blocked,2,1,-1,1,0,2,0,4,1,1,0,?,-1,0,1,1,-1,0,-1,,
6758,0,2,2,2,1,0,0,?,1,0,0,1,1,0,-2,1,1,0,0,blocked,-1,1,-2,0,1,0,-1,2,1,1,0,?,2,1,-2,0,-1,0,0,,
6759,2,2,1,0,0,1,0,?,2,1,-1,1,1,2,2,3,0,0,0,blocked,2,0,1,0,1,2,-2,4,1,0,0,hidden,-1,0,0,0,1,0,-1,,
6760,0,0,2,4,1,1,0,hidden,-2,0,2,1,2,2,-2,1,1,0,0,?,-1,0,-2,0,2,0,2,0,1,1,0,?,-1,0,-1,1,0,1,1,,
6761,0,1,0,2,1,0,0,blocked,-1,0,0,0,0,1,2,1,0,1,0,hidden,1,0,1,1,2,1,2,1,0,0,0,?,-2,0,1,1,1,0,0,,
6762,2,1,1,0,1,1,0,hidden,-1,0,-1,1,1,1,2,0,0,1,0,blocked,-1,0,-2,0,1,1,-1,4,0,1,0,?,-1,1,2,0,0,1,0,,
6763,1,1,-2,0,1,0,0,blocked,2,1,1,1,0,0,2,1,1,0,0,?,-2,0,1,0,2,1,0,2,0,0,0,?,0,1,2,1,-1,1,-1,,
6764,2,2,-2,0,1,0,0,?,0,1,0,1,2,1,0,2,0,1,0,blocked,2,0,2,0,0,1,0,1,0,0,0,hidden,-2,0,1,1,-1,-1,1,,
6765,0,2,-1,3,0,0,0,?,-2,1,-1,0,1,1,-1,3,0,0,0,?,1,0,0,0,1,0,1,2,1,1,0,blocked,2,0,2,1,-1,0,0,,
6766,0,1,1,2,1,1,0,?,-1,1,-2,0,0,2,-1,4,1,1,0,hidden,-2,0,2,0,2,2,-2,0,0,1,0,hidden,-1,1,1,0,1,-1,1,,
6767,2,0,0,4,0,0,0,hidden,2,0,2,1,2,1,0,4,1,1,0,?,2,0,0,1,2,1,1,4,0,0,0,?,-2,1,0,0,1,0,1,,
6768,1,0,-2,0,0,1,0,?,-2,1,2,0,2,1,1,0,1,0,0,?,2,1,2,1,2,2,-2,0,1,1,0,?,0,1,-1,0,0,1,-1,,
6769,2,2,0,1,0,0,0,?,1,1,-1,0,2,2,-1,2,0,0,0,?,1,1,2,0,0,0,1,4,1,0,0,?,-2,1,-1,0,-1,1,0,,
6770,1,1,-2,3,0,0,0,hidden,1,0,2,0,2,1,-1,2,0,0,0,hidden,2,0,1,1,0,1,0,0,1,1,0,blocked,-2,1,2,1,-1,1,-1,,
6771,2,1,-1,2,1,1,0,hidden,-2,1,1,1,0,1,-2,4,1,0,0,?,-1,1,0,1,2,1,-1,0,1,0,0,?,-1,1,-1,0,1,1,-1,,
6772,0,2,0,4,0,1,0,?,0,0,2,0,2,0,2,4,0,0,0,?,2,0,2,0,2,0,0,3,0,0,0,?,-1,1,0,1,-1,1,0,,
6773,0,2,-2,0,1,0,0,?,-2,1,1,0,1,0,0,0,0,1,0,blocked,-1,0,-2,1,2,1,2,4,1,0,0,blocked,2,1,0,1,1,1,1,,
6774,0,1,2,1,0,1,0,blocked,-2,0,-1,0,1,2,0,2,1,0,0,blocked,0,1,-2,1,2,0,1,1,0,1,0,?,-1,1,0,0,1,-1,1,,
6775,1,0,2,0,1,1,0,?,-1,1,1,1,1,2,-1,0,1,1,0,hidden,-2,0,2,0,0,2,-2,0,0,0,0,blocked,2,1,-2,0,-1,0,1,,
6776,2,2,-1,0,1,0,0,hidden,-2,1,-2,0,1,0,-2,0,1,1,0,?,-2,0,-2,1,2,0,1,0,1,0,0,blocked,-1,1,-1,1,0,1,0,,
6777,2,0,2,4,1,1,0,?,0,0,1,0,0,2,-1,2,0,0,0,?,-1,1,1,1,1,2,1,4,0,0,0,blocked,2,0,0,1,1,1,1,,
6778,1,1,-1,3,0,1,0,hidden,-2,0,-2,1,1,0,1,0,0,1,0,blocked,1,1,0,1,1,0,0,3,1,1,0,blocked,-1,1,0,1,-1,1,0,,
6779,2,2,-1,3,0,0,0,blocked,0,1,1,1,1,0,-2,3,0,0,0,blocked,-1,0,1,1,0,2,2,1,0,1,0,hidden,2,1,-2,1,1,-1,0,,
6780,2,2,-2,4,1,1,0,hidden,-2,0,0,1,2,2,-1,3,1,0,0,?,2,1,-2,0,1,0,-2,3,0,1,0,?,2,0,-2,1,0,1,0,,
6781,2,2,2,0,0,1,0,?,-2,1,0,0,1,1,-1,2,1,0,0,hidden,-2,1,1,0,1,0,-2,1,0,0,0,hidden,2,0,-1,0,1,1,0,,
6782,2,1,-2,0,1,0,0,hidden,2,0,0,1,2,2,0,4,1,0,0,hidden,2,1,0,0,2,2,-2,2,0,0,0,hidden,1,1,-1,0,0,1,1,,
6783,2,1,-2,1,1,0,0,hidden,2,0,1,0,0,0,-2,0,1,0,0,?,1,0,0,0,0,0,0,3,0,0,0,blocked,-2,0,1,1,1,0,1,,
6784,1,1,0,4,1,0,0,blocked,0,0,-1,0,1,2,0,1,1,1,0,blocked,-1,1,1,1,1,1,-1,4,1,1,0,blocked,0,0,0,0,-1,1,1,,
6785,1,0,-2,1,0,0,0,?,2,0,2,0,1,0,0,3,1,1,0,?,-2,0,-2,1,2,0,-2,1,1,1,0,?,-1,0,-2,1,0,0,-1,,
6786,0,0,-1,1,1,1,0,hidden,-2,0,-2,1,1,1,0,2,0,1,0,hidden,-2,1,-2,1,1,2,-1,2,1,1,0,blocked,1,0,0,0,1,1,1,,
6787,2,0,1,0,1,1,0,?,0,0,0,1,0,2,0,2,0,0,0,hidden,0,0,-1,0,0,1,0,3,0,1,0,hidden,2,1,-1,0,-1,0,1,,
6788,2,2,-2,2,1,1,0,blocked,-2,0,2,0,2,0,0,4,1,0,0,blocked,1,0,1,1,0,1,2,4,1,1,0,?,-2,0,0,1,1,1,-1,,
6789,2,1,1,4,0,1,0,blocked,-2,1,2,0,1,2,-2,2,0,1,0,blocked,-2,1,1,1,1,0,0,3,0,0,0,hidden,2,1,0,1,1,-1,-1,,
6790,1,2,2,4,0,1,0,hidden,-1,0,-1,0,2,2,2,3,0,1,0,?,2,0,-2,0,2,2,1,1,0,1,0,blocked,2,1,-2,1,1,0,1,,
6791,0,0,0,2,0,1,0,hidden,-2,1,-2,1,1,1,-1,3,1,0,0,blocked,-2,0,2,0,2,1,0,2,0,1,0,hidden,-2,1,-2,0,0,1,1,,
6792,0,0,1,2,0,0,0,blocked,-1,0,0,0,1,1,-1,0,1,0,0,?,-2,0,-2,1,0,2,-2,2,1,0,0,blocked,2,1,-2,1,1,-1,-1,,
6793,2,0,2,4,0,0,0,hidden,1,1,2,1,1,0,-2,3,0,1,0,hidden,0,1,0,0,1,2,-1,2,0,0,0,hidden,-2,0,1,0,-1,-1,0,,
6794,2,2,2,2,0,0,0,hidden,-1,1,2,1,1,2,0,0,1,1,0,?,0,0,1,0,2,2,1,4,1,1,0,blocked,0,0,0,1,0,-1,1,,
6795,0,0,1,4,1,0,0,blocked,-1,0,-2,1,0,0,-2,3,0,1,0,?,-1,0,2,1,2,0,0,2,1,1,0,hidden,1,0,-1,1,1,1,0,,
6796,0,2,2,2,1,1,0,hidden,1,0,1,1,0,2,2,3,0,1,0,blocked,1,1,1,0,2,0,-1,1,1,1,0,?,0,0,1,0,1,1,-1,,
6797,1,2,-1,2,1,1,0,hidden,1,0,1,0,0,1,2,0,0,0,0,blocked,0,0,2,0,2,0,1,0,0,1,0,?,-1,0,-1,1,-1,-1,-1,,
6798,2,2,-2,1,1,0,0,blocked,0,0,0,0,2,0,1,2,0,0,0,hidden,-2,1,0,1,1,0,2,0,0,1,0,?,-1,0,2,1,0,0,-1,,
6799,0,0,1,4,1,1,0,?,0,0,-1,1,2,0,-1,3,1,1,0,blocked,2,0,0,0,0,0,0,4,0,0,0,hidden,-2,0,1,1,1,1,1,,
6800,1,0,0,4,0,1,0,hidden,0,1,-1,1,1,1,1,3,0,1,0,blocked,-2,0,-1,1,1,0,-2,0,0,1,0,?,0,0,2,1,0,1,-1,,
6801,0,0,2,1,1,1,0,blocked,-2,0,-1,1,0,1,1,4,0,1,0,blocked,1,0,-1,1,0,2,1,2,1,1,0,hidden,2,1,0,0,1,0,1,,
6802,1,0,-2,4,0,1,0,blocked,-1,1,-1,1,1,1,-2,4,1,1,0,?,2,1,1,1,2,2,2,3,1,1,0,?,2,0,-1,0,-1,-1,0,,
6803,0,2,1,1,1,0,0,?,1,1,1,0,0,2,-2,1,0,0,0,hidden,-2,1,2,0,1,2,-1,4,1,1,0,hidden,-2,1,-1,0,-1,-1,0,,
6804,0,2,1,2,0,1,0,hidden,-2,1,2,1,0,2,0,4,0,1,0,blocked,1,0,-1,0,0,2,2,0,1,1,0,?,1,0,2,1,-1,1,1,,
6805,2,0,-1,4,0,1,0,?,-2,0,0,1,0,0,0,3,1,1,0,?,2,1,1,1,2,0,-1,0,0,1,0,hidden,1,1,-1,0,0,-1,0,,
6806,2,0,-2,1,1,1,0,blocked,-1,0,1,1,2,1,2,2,1,1,0,hidden,0,0,0,1,0,1,0,4,1,1,0,blocked,-2,0,1,0,1,1,1,,
6807,1,0,1,3,0,1,0,?,-2,1,-2,0,2,1,0,1,0,1,0,blocked,0,0,-1,1,2,0,1,1,0,0,0,blocked,0,1,2,1,-1,1,0,,
6808,0,2,-2,2,1,1,0,?,0,1,-1,0,1,2,0,3,0,1,0,blocked,1,0,2,0,1,1,1,2,1,1,0,?,-1,1,-1,0,0,0,-1,,
6809,1,0,-2,3,0,1,0,?,-1,0,1,0,1,2,2,1,1,0,0,hidden,-2,1,-2,0,0,2,-2,3,0,1,0,?,2,0,1,1,1,-1,-1,,
6810,1,2,-2,1,0,0,0,blocked,-2,0,-1,1,1,0,2,1,1,1,0,hidden,-1,0,-1,1,0,1,0,4,0,1,0,blocked,0,1,1,0,0,0,-1,,
6811,2,0,-1,4,1,1,0,blocked,1,0,1,0,0,1,1,4,0,1,0,?,-2,0,0,0,0,0,0,4,1,0,0,blocked,-2,0,0,0,0,-1,1,,
6812,0,2,0,0,1,0,0,hidden,0,0,2,0,1,2,1,2,1,1,0,blocked,-1,0,-1,1,2,0,2,3,1,0,0,?,0,0,0,0,-1,0,0,,
6813,1,0,-2,3,0,0,0,blocked,-1,0,-1,1,1,0,1,2,0,0,0,blocked,2,1,1,0,2,2,2,0,1,1,0,blocked,-2,0,-1,0,0,-1,1,,
6814,0,1,1,0,1,0,0,hidden,1,1,-2,1,1,1,0,3,1,0,0,blocked,2,1,-2,0,0,1,0,3,1,0,0,blocked,-1,0,0,1,-1,-1,1,,
6815,2,1,1,3,0,1,0,hidden,-2,0,-2,1,1,0,-1,3,1,0,0,?,0,1,1,1,0,1,0,3,1,0,0,?,0,0,1,1,1,-1,1,,
6816,1,0,-2,1,1,0,0,?,1,0,2,1,2,0,-1,4,0,1,0,?,2,0,-2,1,1,0,2,1,0,0,0,?,1,0,0,1,0,-1,-1,,
6817,0,1,2,2,1,1,0,?,2,0,0,0,1,1,-1,0,0,0,0,?,0,1,1,1,0,2,0,3,0,0,0,hidden,1,1,2,1,-1,-1,0,,
6818,0,2,-2,1,1,1,0,blocked,2,0,-1,1,0,1,1,4,1,0,0,blocked,-2,1,-2,0,0,1,2,2,0,0,0,?,-2,0,1,1,1,1,-1,,
6819,1,1,-1,4,0,1,0,hidden,2,1,2,1,1,1,2,4,1,0,0,blocked,0,0,2,1,2,2,-1,1,1,0,0,blocked,-2,1,0,1,0,0,1,,
6820,2,2,-2,2,1,1,0,hidden,1,0,1,1,1,2,1,0,1,0,0,hidden,-1,1,0,1,1,2,-2,0,1,1,0,hidden,0,1,0,1,-1,-1,-1,,
6821,2,2,0,0,1,0,0,hidden,0,0,1,0,2,1,-1,3,1,0,0,hidden,0,0,2,0,1,2,-1,2,0,0,0,hidden,0,1,1,0,1,-1,0,,
6822,2,2,2,3,1,0,0,hidden,0,0,-1,1,2,2,1,3,1,1,0,blocked,-1,0,-2,0,0,1,2,0,1,0,0,blocked,2,0,-2,1,-1,-1,-1,,
6823,2,0,-2,0,0,1,0,?,-2,0,2,0,2,0,1,4,1,0,0,?,1,1,0,1,2,0,1,3,1,1,0,?,2,0,0,0,1,1,0,,
6824,0,0,-2,2,1,0,0,hidden,1,0,-2,1,1,1,-1,2,0,0,0,blocked,1,0,1,0,2,2,0,2,1,0,0,hidden,-2,1,-1,1,-1,-1,-1,,
6825,2,0,-1,3,0,1,0,?,1,0,-1,1,0,2,0,4,1,1,0,?,1,0,0,1,1,0,0,1,1,1,0,blocked,1,1,-2,0,0,1,-1,,
6826,2,2,-2,4,0,1,0,hidden,-2,0,-1,0,2,2,-2,1,0,1,0,hidden,0,0,-2,0,2,2,2,4,0,1,0,hidden,-2,0,-2,0,0,0,0,,
6827,0,2,2,1,1,0,0,?,0,0,2,0,2,1,-2,0,0,0,0,?,0,0,2,1,2,2,-1,0,0,1,0,blocked,2,0,2,1,1,0,0,,
6828,0,0,0,2,0,1,0,blocked,-2,1,0,0,0,0,1,2,0,1,0,?,-2,1,0,1,2,1,2,2,0,1,0,blocked,-1,1,1,1,0,-1,1,,
6829,0,0,2,4,1,1,0,hidden,0,1,1,1,1,1,1,3,1,1,0,hidden,-2,1,0,0,1,2,2,1,1,1,0,?,0,1,1,0,0,1,0,,
6830,2,0,-2,4,0,1,0,blocked,0,1,0,0,0,0,2,0,1,1,0,?,-2,0,2,0,2,2,1,4,0,0,0,blocked,0,0,0,0,1,-1,1,,
6831,0,1,2,2,0,0,0,?,0,1,1,1,1,1,-1,4,0,1,0,hidden,1,1,-1,1,1,0,0,1,0,1,0,blocked,1,0,2,1,0,-1,1,,
6832,2,2,-2,0,1,0,0,?,1,0,-2,1,1,1,0,0,1,1,0,hidden,-1,1,1,0,1,2,0,1,0,0,0,?,2,1,0,0,0,0,0,,
6833,0,0,0,3,1,0,0,?,2,0,-1,0,1,1,-1,1,1,0,0,?,-2,1,2,0,2,1,-2,4,0,1,0,?,1,1,-1,0,-1,1,-1,,
6834,0,0,0,4,1,0,0,?,1,1,1,0,0,0,2,0,0,0,0,hidden,-1,1,-1,0,2,1,2,2,1,0,0,hidden,-2,0,-1,0,-1,1,-1,,
6835,2,2,0,3,0,1,0,blocked,-2,1,2,1,0,1,-2,2,0,1,0,hidden,2,0,-2,0,1,1,1,4,0,1,0,?,2,1,-1,0,-1,-1,1,,
6836,0,0,2,4,0,1,0,hidden,-1,0,-1,0,2,1,2,1,1,1,0,?,-1,1,2,1,0,0,0,4,1,0,0,?,0,0,0,0,-1,1,0,,
6837,2,1,0,4,1,1,0,blocked,-2,0,-1,1,0,1,0,0,1,0,0,blocked,-2,1,-2,1,1,1,-2,2,1,1,0,?,1,1,-2,1,0,-1,0,,
6838,1,1,-1,0,0,1,0,blocked,-1,1,0,0,2,0,1,0,1,0,0,blocked,2,0,0,0,2,0,-2,0,0,1,0,hidden,-1,0,0,0,0,-1,0,,
6839,0,0,2,4,1,1,0,hidden,-2,0,2,0,1,1,0,3,1,0,0,?,-1,1,0,1,0,0,0,1,1,0,0,?,2,0,2,1,-1,-1,-1,,
6840,1,2,2,0,0,0,0,blocked,1,1,2,1,0,2,1,2,1,1,0,?,2,1,-2,1,0,1,0,0,0,1,0,?,0,0,-2,0,0,-1,0,,
6841,1,0,-2,2,0,0,0,blocked,1,0,-1,1,1,0,1,3,1,0,0,hidden,2,1,2,1,2,2,0,4,0,1,0,hidden,1,0,-2,0,-1,1,0,,
6842,2,1,0,4,0,0,0,hidden,-2,1,1,0,0,1,-2,0,0,1,0,blocked,0,0,0,1,2,0,2,4,1,1,0,blocked,0,0,-1,0,1,0,-1,,
6843,1,2,2,2,0,0,0,hidden,-1,1,0,1,0,1,0,1,1,0,0,blocked,2,0,-2,1,0,2,1,1,0,1,0,blocked,1,1,1,1,-1,0,-1,,
6844,2,0,-1,2,0,1,0,?,-2,0,1,0,2,1,-1,3,1,1,0,blocked,-2,1,0,1,2,0,-1,1,0,0,0,?,-1,1,2,0,-1,-1,1,,
6845,2,0,1,3,0,1,0,?,-2,0,1,0,1,0,-2,1,0,1,0,hidden,-1,1,0,0,0,1,-2,1,1,0,0,hidden,1,0,1,1,0,-1,1,,
6846,1,2,0,3,1,0,0,blocked,1,1,2,1,0,0,-1,0,1,1,0,hidden,-1,1,-2,1,1,0,-1,4,1,1,0,hidden,-2,0,-1,1,1,1,0,,
6847,1,0,0,4,1,1,0,?,-1,0,0,1,2,2,2,4,1,1,0,?,-1,0,-2,1,0,0,0,0,0,1,0,hidden,1,0,-1,0,-1,0,-1,,
6848,2,1,-2,4,0,0,0,blocked,2,1,-1,1,1,2,2,0,1,0,0,hidden,2,1,0,1,0,2,-2,3,1,1,0,?,0,1,-1,1,0,1,1,,
6849,0,0,0,0,1,1,0,?,1,0,1,1,1,2,1,4,1,0,0,blocked,2,0,1,0,2,2,0,3,0,0,0,hidden,-1,0,0,1,1,0,1,,
6850,1,1,0,4,1,0,0,?,-1,0,0,1,0,2,1,2,1,0,0,?,1,0,0,1,0,1,-1,3,1,0,0,?,2,0,2,1,1,-1,0,,
6851,2,0,-2,4,1,0,0,hidden,0,1,1,1,2,2,-1,1,0,1,0,hidden,2,1,1,0,0,2,-2,0,0,0,0,blocked,1,0,1,0,-1,0,-1,,
6852,0,2,-2,4,0,1,0,?,0,1,1,1,0,0,1,3,1,1,0,hidden,0,0,-1,0,1,1,2,3,1,1,0,hidden,0,1,0,0,-1,-1,-1,,
6853,1,2,-1,0,1,1,0,?,1,1,-2,0,2,1,1,4,1,0,0,hidden,-2,1,2,1,2,0,-1,4,0,0,0,hidden,1,1,0,0,0,-1,-1,,
6854,2,0,1,4,0,1,0,hidden,-2,0,1,0,1,0,2,2,1,0,0,hidden,2,0,-1,1,0,2,-2,2,1,1,0,?,-2,1,-1,1,0,0,1,,
6855,1,1,1,4,0,0,0,hidden,0,1,-1,0,0,1,-1,2,1,0,0,blocked,0,1,1,0,2,0,1,0,1,0,0,?,-1,0,1,1,-1,0,-1,,
6856,2,0,1,2,0,0,0,?,-2,0,0,0,2,1,1,4,1,0,0,hidden,-2,0,1,0,0,1,2,1,0,0,0,?,1,0,2,0,0,1,1,,
6857,0,1,-1,4,1,0,0,hidden,-1,1,2,1,2,2,-2,4,1,1,0,?,2,1,2,0,2,1,-1,2,0,1,0,blocked,1,0,-1,1,-1,-1,-1,,
6858,0,0,-2,2,1,0,0,?,2,1,0,1,0,0,0,0,0,1,0,blocked,2,1,0,1,2,0,-1,2,0,0,0,?,1,1,2,1,-1,1,1,,
6859,1,0,1,1,0,1,0,?,-2,1,-2,1,1,2,0,4,1,0,0,hidden,2,1,0,1,2,0,1,3,0,0,0,hidden,0,0,0,0,0,1,1,,
6860,1,2,-2,4,1,1,0,?,1,0,-1,0,1,2,-2,4,1,0,0,hidden,-2,1,2,0,1,0,2,4,1,1,0,blocked,1,1,1,1,0,1,1,,
6861,1,2,2,0,0,1,0,?,-2,0,2,0,2,1,1,0,0,1,0,blocked,-2,0,-1,0,2,2,-1,4,1,0,0,blocked,-2,1,-1,0,1,1,-1,,
6862,0,0,1,1,0,1,0,?,-1,1,2,0,0,2,0,2,1,0,0,?,0,1,-2,0,0,1,1,0,0,1,0,?,2,1,1,1,1,-1,0,,
6863,1,1,1,0,1,1,0,blocked,-2,0,0,1,2,1,1,1,0,0,0,blocked,2,1,1,1,1,1,0,0,0,1,0,hidden,1,0,-2,0,0,1,1,,
6864,0,0,-2,2,1,0,0,hidden,2,1,0,1,1,0,1,0,0,0,0,hidden,0,0,-2,0,0,2,0,0,0,1,0,blocked,-1,0,1,1,-1,0,-1,,
6865,1,0,1,0,0,0,0,blocked,-1,0,0,1,2,2,1,0,0,0,0,hidden,1,1,-1,0,0,0,0,4,1,1,0,hidden,0,1,1,1,-1,0,0,,
6866,1,0,2,4,0,0,0,?,0,1,1,1,0,0,-1,1,1,0,0,blocked,-2,0,1,0,0,1,1,0,1,1,0,?,1,0,2,0,-1,1,-1,,
6867,0,1,-1,3,1,0,0,hidden,0,1,0,0,1,0,1,3,1,1,0,blocked,1,0,-1,1,0,2,-2,4,1,0,0,hidden,-2,1,-1,1,0,1,1,,
6868,2,0,-2,4,1,1,0,blocked,2,0,-2,1,2,0,0,2,1,1,0,?,-2,1,-2,1,1,2,2,4,1,0,0,blocked,-2,1,-1,1,-1,1,-1,,
6869,0,0,0,2,0,1,0,blocked,2,1,0,0,1,2,-2,2,0,1,0,blocked,-2,1,-2,0,1,0,0,3,0,1,0,?,1,0,0,1,-1,1,1,,
6870,0,0,0,0,0,0,0,blocked,2,0,1,1,1,2,1,0,0,1,0,?,2,1,0,0,2,2,1,4,1,1,0,hidden,0,0,0,0,0,1,-1,,
6871,2,0,0,0,0,1,0,blocked,-2,0,1,0,0,1,-2,0,0,1,0,blocked,2,0,1,1,0,0,2,0,1,1,0,hidden,2,0,-2,1,1,-1,0,,
6872,1,0,-1,3,1,1,0,blocked,1,1,1,0,2,0,0,2,1,1,0,?,0,1,1,0,2,0,2,2,1,0,0,hidden,0,1,-2,1,1,-1,0,,
6873,1,0,-1,2,0,0,0,?,-2,1,-1,1,0,2,-1,2,1,1,0,?,-2,0,-1,1,0,1,1,2,0,1,0,?,1,0,-2,0,-1,-1,0,,
6874,2,2,-2,0,0,1,0,hidden,-2,0,1,1,1,2,-1,2,1,0,0,hidden,2,0,0,1,0,1,1,0,1,0,0,blocked,2,1,2,0,-1,1,0,,
6875,0,1,0,0,1,1,0,?,0,0,-2,0,2,2,-1,2,0,0,0,blocked,-1,1,0,0,2,1,-1,3,0,0,0,hidden,0,1,1,1,0,-1,0,,
6876,0,1,2,3,0,1,0,?,0,0,0,0,1,1,-1,3,0,0,0,hidden,-1,1,1,1,0,1,1,2,1,1,0,blocked,-2,0,2,1,-1,-1,-1,,
6877,1,2,0,1,0,0,0,blocked,2,1,1,1,2,1,0,4,0,1,0,?,0,1,2,0,1,1,-1,0,1,0,0,?,2,1,2,0,-1,-1,-1,,
6878,1,2,-1,2,1,0,0,hidden,-1,1,2,0,0,0,-1,1,1,1,0,?,-2,0,1,1,0,1,-1,2,1,1,0,hidden,-2,0,2,1,0,1,-1,,
6879,2,0,-1,2,1,0,0,hidden,2,0,2,1,1,2,-2,1,1,0,0,?,2,1,1,0,2,0,-1,1,1,0,0,hidden,-1,0,-1,1,-1,-1,0,,
6880,2,1,-2,4,0,0,0,hidden,-1,0,2,0,0,2,-2,2,1,0,0,?,-2,0,2,0,0,1,-1,0,0,0,0,?,2,0,-2,0,1,1,0,,
6881,1,1,0,3,1,1,0,hidden,-1,0,-1,0,1,1,1,0,1,0,0,?,2,0,2,0,1,2,-2,2,0,0,0,blocked,-2,1,0,1,1,0,0,,
6882,0,0,1,2,1,1,0,hidden,1,1,1,1,2,1,-1,0,0,0,0,blocked,-2,0,0,1,1,1,-2,3,0,1,0,blocked,1,0,-1,1,0,1,-1,,
6883,2,0,-2,0,0,0,0,?,-1,1,1,1,1,1,1,4,0,0,0,hidden,1,1,1,0,1,0,-1,1,0,1,0,hidden,-1,0,1,1,0,1,-1,,
6884,1,1,2,1,1,1,0,hidden,0,0,-2,0,0,2,0,1,1,0,0,blocked,2,0,2,1,0,0,1,1,1,0,0,blocked,1,1,2,1,0,0,-1,,
6885,2,2,1,3,0,0,0,blocked,1,0,-2,1,2,1,-1,3,1,0,0,hidden,-2,1,1,0,1,0,2,4,0,0,0,hidden,-1,0,0,1,0,-1,1,,
6886,1,2,-1,4,0,1,0,hidden,0,0,-2,1,2,2,1,0,1,0,0,?,2,1,2,1,1,1,0,1,0,0,0,?,1,0,0,1,0,0,1,,
6887,1,1,1,1,1,1,0,blocked,1,1,-1,1,1,1,2,0,1,1,0,?,1,1,-1,0,2,1,1,2,0,1,0,blocked,-1,1,-2,1,-1,1,-1,,
6888,0,0,-2,3,0,0,0,?,1,1,-2,0,0,0,2,0,1,1,0,hidden,1,1,0,0,0,0,0,4,0,0,0,blocked,1,0,1,0,-1,0,-1,,
6889,2,1,2,4,0,0,0,?,1,0,-1,1,2,1,-1,3,0,1,0,blocked,0,1,2,1,1,1,-2,1,0,0,0,hidden,-1,0,0,1,-1,0,1,,
6890,2,2,-1,1,1,1,0,?,2,1,0,1,1,1,2,1,1,1,0,blocked,-2,1,1,1,2,0,1,0,0,1,0,?,-1,0,1,1,-1,0,0,,
6891,0,0,2,1,0,1,0,?,-1,1,-1,0,2,2,-1,4,1,1,0,?,2,1,-2,1,0,1,-1,2,0,0,0,blocked,1,1,0,1,0,-1,-1,,
6892,1,1,-2,2,0,1,0,?,0,0,0,1,1,2,-1,1,1,1,0,blocked,0,0,0,0,1,1,-1,0,0,0,0,blocked,2,1,0,1,0,0,-1,,
6893,0,0,1,1,1,1,0,blocked,0,1,1,1,0,2,-2,1,0,0,0,blocked,0,1,-2,1,0,1,0,3,0,0,0,?,-2,1,0,1,1,-1,0,,
