index,Unnamed: 0,char_acting_altruism,char_acting_ambition,char_acting_fighting_ability,char_acting_safety,char_acting_food,char_acting_satisfaction,char_acting_likes_char1,char_acting_likes_char2,char1_altruism,char1_ambition,char1_fighting_ability,char1_safety,char1_food,char1_satisfaction,char1_likes_char_acting,char1_likes_char2,char2_altruism,char2_ambition,char2_fighting_ability,char2_safety,char2_food,char2_satisfaction,char2_likes_char_acting,char2_likes_char1,ghost_relations,overall_food,overall_coins,results,helps_all,helps_ego,survives
3302,3302,-1,0,0,0,0,1,-1,1,1,-1,-1,0,0,-1,1,1,1,0,1,-1,0,-1,0,1,1,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3303,3303,-1,1,0,2,0,0,1,1,0,-1,0,2,0,-1,-1,0,1,1,0,1,0,1,-1,0,1,0,1,"No solution exists.
",0,0,0
3304,3304,0,1,1,2,0,-1,0,1,0,1,-1,0,0,-1,0,1,1,1,0,1,0,-1,-1,0,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3305,3305,-1,0,1,1,0,1,0,1,0,1,1,1,0,0,-1,0,1,0,1,2,0,0,1,0,1,1,0,"survive(char_acting)
",0,0,1
3306,3306,1,-1,1,-1,0,-1,0,0,-1,0,-1,0,0,-1,1,1,-1,1,-1,2,0,0,-1,0,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3307,3307,-1,1,0,2,0,-1,1,1,1,1,0,-1,0,1,0,0,1,0,-1,-1,0,1,0,0,1,0,1,"No solution exists.
",0,0,0
3308,3308,0,-1,-1,1,0,-1,1,0,0,0,0,1,0,0,-1,1,1,0,1,1,0,1,1,1,1,1,0,"survive(char_acting)
",0,0,1
3309,3309,-1,0,0,2,0,0,1,1,1,1,1,-1,0,0,-1,1,1,0,1,2,0,1,0,1,0,0,1,"survive(char_acting)
",0,0,1
3310,3310,1,-1,1,-1,0,-1,1,1,-1,-1,-1,0,0,1,1,0,0,1,1,1,0,-1,1,0,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3311,3311,0,-1,-1,1,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,1,-1,0,-1,0,0,0,1,0,"survive(char_acting)
",0,0,1
3312,3312,-1,0,-1,2,0,0,0,1,1,0,-1,1,0,0,1,0,0,1,0,0,0,1,-1,1,1,0,0,"survive(char_acting)
",0,0,1
3313,3313,1,1,-1,0,0,1,-1,1,1,1,1,-1,0,1,0,1,1,0,0,2,0,1,-1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
3314,3314,1,-1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,-1,0,1,2,0,1,-1,1,0,0,0,"survive(char_acting)
",0,0,1
3315,3315,1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,0,1,1,1,-1,1,-1,2,0,1,1,1,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3316,3316,-1,-1,0,2,0,-1,1,0,0,0,0,-1,0,0,1,0,-1,-1,-1,1,0,1,-1,1,0,1,0,"survive(char_acting)
",0,0,1
3317,3317,0,1,-1,0,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,1,-1,0,1,-1,1,0,0,0,"Time limit reached.
",0,0,0
3318,3318,1,-1,0,-1,0,0,1,1,1,0,-1,2,0,0,1,0,1,-1,1,0,0,0,1,1,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3319,3319,1,1,0,2,0,0,0,1,1,0,0,1,0,1,-1,0,-1,1,0,-1,0,0,-1,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3320,3320,0,1,-1,1,0,-1,1,0,-1,0,0,2,0,-1,0,1,1,1,1,1,0,0,-1,0,0,1,1,"help_everyone(char_acting)
",1,0,0
3321,3321,-1,0,-1,1,0,1,0,1,-1,0,1,0,0,-1,-1,0,0,0,1,0,0,-1,1,0,0,0,1,"survive(char_acting)
",0,0,1
3322,3322,-1,0,-1,-1,0,0,1,1,-1,0,-1,0,0,1,-1,1,-1,0,0,2,0,1,1,1,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3323,3323,-1,0,-1,2,0,0,-1,0,1,-1,1,1,0,-1,0,0,0,0,-1,2,0,1,1,0,1,1,1,"survive(char_acting)
",0,0,1
3324,3324,-1,0,-1,1,0,1,0,1,0,1,1,0,0,-1,-1,0,0,1,1,1,0,-1,-1,1,0,1,1,"survive(char_acting)
",0,0,1
3325,3325,1,1,1,-1,0,1,0,1,-1,-1,1,1,0,0,0,0,0,0,1,-1,0,1,-1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
3326,3326,1,-1,0,1,0,1,0,0,-1,-1,1,1,0,0,-1,1,0,0,-1,0,0,0,0,1,0,1,0,"survive(char_acting)
",0,0,1
3327,3327,-1,0,1,0,0,-1,1,1,-1,1,-1,1,0,-1,0,1,1,1,1,-1,0,0,0,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3328,3328,-1,1,0,1,0,-1,1,0,-1,-1,1,0,0,-1,0,0,1,1,0,2,0,1,-1,0,1,1,1,"No solution exists.
",0,0,0
3329,3329,-1,1,1,-1,0,0,0,0,0,-1,0,-1,0,1,-1,1,1,0,-1,0,0,1,1,0,1,1,1,"No solution exists.
",0,0,0
3330,3330,-1,-1,0,2,0,1,-1,1,-1,-1,1,0,0,-1,1,1,1,1,-1,1,0,0,-1,0,0,0,0,"survive(char_acting)
",0,0,1
3331,3331,0,1,1,-1,0,1,1,0,0,0,-1,-1,0,1,0,0,-1,0,1,-1,0,0,0,1,1,1,0,"help_everyone(char_acting)
",1,0,0
3332,3332,0,0,0,-1,0,0,0,1,1,-1,1,-1,0,0,-1,0,0,-1,-1,2,0,-1,0,1,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3333,3333,-1,-1,0,1,0,0,1,0,-1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,"survive(char_acting)
",0,0,1
3334,3334,1,1,1,2,0,0,1,0,0,0,-1,2,0,-1,1,1,0,0,1,-1,0,1,1,1,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
3335,3335,0,-1,-1,2,0,-1,0,0,0,1,-1,1,0,0,0,1,1,1,-1,2,0,0,-1,1,0,0,0,"survive(char_acting)
",0,0,1
3336,3336,1,1,0,1,0,0,1,1,-1,-1,-1,0,0,0,-1,0,-1,0,0,1,0,1,1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
3337,3337,0,-1,0,2,0,1,-1,1,-1,-1,-1,-1,0,0,0,1,-1,0,0,-1,0,1,1,1,1,0,1,"survive(char_acting)
",0,0,1
3338,3338,0,1,0,-1,0,1,-1,0,1,1,-1,-1,0,0,1,0,-1,-1,1,0,0,-1,-1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
3339,3339,0,1,-1,0,0,1,1,0,1,0,1,2,0,1,0,1,0,1,0,-1,0,0,0,0,0,1,1,"help_everyone(char_acting)
",1,0,0
3340,3340,0,1,0,1,0,-1,1,1,-1,0,-1,1,0,-1,0,0,1,0,0,-1,0,1,-1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
3341,3341,0,1,1,2,0,0,0,0,1,-1,0,1,0,0,1,0,1,1,0,0,0,0,-1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
3342,3342,0,1,-1,0,0,1,1,0,0,1,-1,-1,0,1,0,1,-1,0,1,2,0,1,0,1,0,1,1,"help_everyone(char_acting)
",1,0,0
3343,3343,-1,-1,-1,2,0,-1,1,0,0,0,1,2,0,1,-1,0,1,0,-1,2,0,0,1,0,1,0,0,"survive(char_acting)
",0,0,1
3344,3344,1,1,1,0,0,0,0,0,0,-1,1,-1,0,-1,1,1,0,0,1,0,0,0,1,1,1,1,0,"help_everyone(char_acting)
",1,0,0
3345,3345,0,1,0,0,0,-1,1,1,0,-1,-1,-1,0,-1,-1,1,-1,1,0,2,0,0,1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
3346,3346,1,-1,-1,-1,0,0,1,1,-1,0,1,2,0,0,-1,1,1,-1,0,0,0,-1,1,1,1,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3347,3347,-1,0,1,0,0,1,0,1,1,1,-1,1,0,1,0,0,0,1,0,2,0,-1,-1,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3348,3348,0,1,0,0,0,1,0,0,-1,0,1,1,0,-1,1,0,0,-1,-1,-1,0,1,1,0,0,0,1,"sacrifice_money(char_acting) ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3349,3349,1,-1,-1,-1,0,1,1,0,1,0,0,2,0,1,0,0,0,1,0,1,0,-1,-1,0,1,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3350,3350,-1,0,0,0,0,1,0,0,1,0,-1,1,0,0,1,1,-1,0,0,2,0,-1,0,1,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3351,3351,1,1,-1,2,0,1,0,1,0,1,1,0,0,-1,1,1,1,1,-1,0,0,-1,-1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
3352,3352,-1,-1,-1,2,0,0,0,0,1,-1,-1,-1,0,1,-1,0,-1,-1,0,0,0,1,1,0,0,1,0,"survive(char_acting)
",0,0,1
3353,3353,1,-1,1,1,0,0,1,1,1,0,0,-1,0,0,1,1,0,-1,0,0,0,1,0,0,0,1,0,"survive(char_acting)
",0,0,1
3354,3354,-1,1,-1,1,0,1,-1,1,1,0,0,-1,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,"No solution exists.
",0,0,0
3355,3355,1,0,-1,2,0,-1,1,1,-1,-1,0,-1,0,1,-1,1,0,-1,0,-1,0,-1,-1,1,0,1,0,"survive(char_acting)
",0,0,1
3356,3356,-1,-1,-1,0,0,0,1,0,-1,0,-1,-1,0,1,-1,0,0,0,1,0,0,-1,-1,0,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3357,3357,1,1,0,2,0,-1,1,0,1,1,1,1,0,-1,1,1,0,1,-1,2,0,1,-1,0,1,1,1,"help_everyone(char_acting)
",1,0,0
3358,3358,1,1,0,0,0,0,0,0,1,-1,-1,0,0,0,0,1,-1,1,1,2,0,0,-1,1,0,1,0,"help_everyone(char_acting)
",1,0,0
3359,3359,-1,0,1,0,0,0,1,1,0,0,-1,-1,0,-1,-1,1,1,1,-1,2,0,1,1,1,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3360,3360,-1,-1,0,0,0,-1,1,1,1,1,1,0,0,0,-1,1,-1,-1,0,2,0,-1,0,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3361,3361,1,-1,-1,-1,0,0,-1,0,1,0,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3362,3362,-1,0,-1,2,0,1,1,0,0,0,0,2,0,0,0,1,-1,-1,1,2,0,-1,1,0,0,0,0,"survive(char_acting)
",0,0,1
3363,3363,1,0,1,1,0,0,-1,1,0,-1,-1,1,0,0,0,1,1,-1,-1,2,0,1,0,0,0,1,0,"survive(char_acting)
",0,0,1
3364,3364,0,1,0,-1,0,-1,-1,1,-1,1,-1,-1,0,-1,0,1,1,1,1,0,0,1,-1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
3365,3365,0,0,-1,2,0,1,-1,1,1,0,1,2,0,-1,0,1,0,0,-1,2,0,1,0,0,0,1,0,"survive(char_acting)
",0,0,1
3366,3366,1,1,1,-1,0,1,1,0,0,-1,1,0,0,0,0,1,-1,1,0,-1,0,-1,1,1,1,1,1,"help_everyone(char_acting)
",1,0,0
3367,3367,0,-1,0,0,0,1,-1,0,-1,-1,0,-1,0,1,1,1,-1,0,1,2,0,1,1,1,1,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3368,3368,0,-1,0,1,0,0,-1,1,0,-1,0,2,0,-1,1,0,0,0,0,0,0,0,1,1,0,1,1,"survive(char_acting)
",0,0,1
3369,3369,0,-1,-1,-1,0,-1,1,1,1,-1,0,2,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3370,3370,0,-1,0,2,0,0,-1,1,0,-1,1,2,0,0,0,0,-1,0,1,2,0,1,-1,0,0,1,0,"survive(char_acting)
",0,0,1
3371,3371,1,-1,0,1,0,0,0,1,1,-1,1,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,"survive(char_acting)
",0,0,1
3372,3372,0,0,-1,2,0,1,0,0,-1,0,0,1,0,0,1,1,-1,0,0,2,0,0,1,1,0,0,0,"survive(char_acting)
",0,0,1
3373,3373,1,0,0,0,0,-1,0,1,-1,1,0,-1,0,0,0,1,-1,-1,0,2,0,1,-1,1,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3374,3374,0,0,1,2,0,-1,-1,0,1,1,0,1,0,-1,1,1,1,1,-1,1,0,0,0,1,1,1,1,"survive(char_acting)
",0,0,1
3375,3375,1,-1,-1,1,0,1,1,0,-1,0,-1,-1,0,1,0,0,0,0,1,1,0,1,-1,0,1,1,0,"survive(char_acting)
",0,0,1
3376,3376,0,1,1,0,0,-1,1,1,-1,0,-1,0,0,1,1,1,1,0,-1,1,0,0,0,1,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
3377,3377,0,-1,0,1,0,0,0,0,-1,-1,0,2,0,-1,1,1,-1,-1,0,2,0,-1,0,1,0,1,0,"survive(char_acting)
",0,0,1
3378,3378,1,-1,-1,1,0,-1,0,1,1,0,1,1,0,1,-1,1,-1,-1,-1,0,0,1,-1,0,0,0,1,"survive(char_acting)
",0,0,1
3379,3379,0,-1,0,-1,0,1,0,0,0,-1,-1,2,0,0,1,1,1,0,-1,0,0,-1,1,0,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3380,3380,1,1,-1,-1,0,0,0,1,1,0,0,0,0,0,1,0,-1,0,-1,2,0,1,1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
3381,3381,0,0,0,1,0,0,-1,1,0,0,1,2,0,1,0,0,1,0,1,-1,0,0,-1,1,1,1,1,"survive(char_acting)
",0,0,1
3382,3382,-1,-1,1,-1,0,-1,0,1,1,0,0,2,0,-1,0,1,0,1,1,-1,0,0,1,0,0,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3383,3383,0,-1,0,1,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,-1,1,1,0,1,0,0,0,0,0,"survive(char_acting)
",0,0,1
3384,3384,1,0,1,1,0,0,-1,1,0,1,0,-1,0,0,1,1,-1,1,1,-1,0,1,0,1,1,0,0,"survive(char_acting)
",0,0,1
3385,3385,1,-1,-1,-1,0,-1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3386,3386,1,0,0,0,0,-1,-1,0,0,-1,1,0,0,1,0,0,-1,0,1,2,0,0,-1,0,0,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3387,3387,0,1,1,1,0,-1,0,1,1,0,1,0,0,0,1,1,-1,1,1,0,0,1,0,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3388,3388,1,0,1,2,0,1,1,1,0,-1,-1,0,0,-1,1,1,0,1,1,1,0,-1,1,1,0,0,1,"survive(char_acting)
",0,0,1
3389,3389,0,0,-1,2,0,1,0,0,1,0,0,1,0,0,-1,1,0,-1,0,2,0,0,-1,1,0,0,0,"survive(char_acting)
",0,0,1
3390,3390,1,-1,-1,1,0,0,0,1,1,0,-1,2,0,1,-1,0,1,0,0,2,0,0,-1,0,1,0,1,"survive(char_acting)
",0,0,1
3391,3391,0,0,1,2,0,-1,1,0,0,0,1,-1,0,-1,-1,0,-1,0,-1,2,0,0,1,0,0,1,0,"survive(char_acting)
",0,0,1
3392,3392,-1,1,0,-1,0,0,1,0,-1,0,-1,-1,0,0,-1,1,-1,0,0,1,0,0,-1,1,0,1,1,"No solution exists.
",0,0,0
3393,3393,0,-1,-1,0,0,1,0,1,0,-1,1,0,0,1,0,1,0,1,0,0,0,-1,-1,1,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3394,3394,-1,1,-1,2,0,0,1,1,-1,-1,-1,1,0,-1,1,0,0,0,0,0,0,1,1,0,0,0,0,"No solution exists.
",0,0,0
3395,3395,1,-1,-1,-1,0,-1,1,0,-1,-1,0,0,0,-1,-1,1,-1,-1,0,2,0,1,0,1,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3396,3396,-1,0,-1,2,0,0,1,0,0,1,0,-1,0,0,1,0,1,-1,-1,0,0,0,1,0,0,1,1,"survive(char_acting)
",0,0,1
3397,3397,1,1,1,1,0,1,1,0,-1,1,-1,-1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,"help_everyone(char_acting)
",1,0,0
3398,3398,-1,-1,-1,-1,0,1,-1,0,-1,0,-1,1,0,-1,-1,0,-1,-1,1,0,0,-1,1,0,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3399,3399,-1,1,0,0,0,1,-1,0,0,-1,-1,2,0,1,-1,0,1,0,0,-1,0,-1,1,0,0,0,1,"No solution exists.
",0,0,0
3400,3400,0,1,1,2,0,0,-1,1,-1,0,1,-1,0,-1,1,1,1,1,-1,-1,0,1,1,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3401,3401,1,-1,1,-1,0,1,-1,0,1,0,-1,-1,0,-1,0,1,-1,1,-1,1,0,1,-1,0,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3402,3402,1,0,-1,-1,0,1,1,0,1,1,1,1,0,1,-1,1,-1,0,-1,1,0,0,0,0,1,1,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3403,3403,-1,-1,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,0,1,0,0,1,1,1,"survive(char_acting)
",0,0,1
3404,3404,-1,0,-1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,-1,-1,1,0,0,-1,0,1,1,0,"survive(char_acting)
",0,0,1
3405,3405,1,0,0,1,0,-1,0,0,0,-1,1,1,0,-1,0,1,1,1,-1,2,0,1,1,0,0,1,0,"survive(char_acting)
",0,0,1
3406,3406,0,-1,-1,1,0,0,1,0,-1,-1,1,0,0,1,1,0,0,-1,-1,0,0,1,-1,0,0,0,0,"survive(char_acting)
",0,0,1
3407,3407,-1,1,1,2,0,-1,0,1,1,-1,0,1,0,0,1,1,0,-1,-1,2,0,1,0,0,1,0,1,"No solution exists.
",0,0,0
3408,3408,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,0,1,1,-1,-1,-1,2,0,1,-1,1,0,0,0,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3409,3409,0,1,-1,1,0,1,1,0,0,-1,1,0,0,-1,1,0,1,1,1,2,0,-1,1,0,1,1,0,"help_everyone(char_acting)
",1,0,0
3410,3410,1,-1,0,-1,0,0,-1,1,0,0,1,1,0,0,-1,0,1,-1,0,-1,0,1,-1,1,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3411,3411,1,0,0,1,0,-1,0,0,0,-1,1,2,0,0,-1,1,-1,0,0,2,0,1,0,0,1,1,1,"survive(char_acting)
",0,0,1
3412,3412,-1,1,0,0,0,1,-1,1,1,1,-1,2,0,-1,0,0,0,-1,-1,-1,0,-1,-1,0,0,1,1,"No solution exists.
",0,0,0
3413,3413,0,1,-1,2,0,1,0,1,1,-1,1,1,0,0,1,0,-1,-1,-1,0,0,0,-1,1,0,0,1,"sacrifice_money(char_acting) ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3414,3414,-1,1,-1,0,0,1,-1,1,1,1,1,0,0,1,-1,1,-1,-1,0,0,0,1,1,1,1,1,1,"No solution exists.
",0,0,0
3415,3415,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,-1,0,1,1,0,1,-1,0,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
3416,3416,-1,1,-1,0,0,-1,-1,0,0,-1,0,1,0,-1,-1,1,1,0,1,1,0,1,0,1,0,0,1,"No solution exists.
",0,0,0
3417,3417,1,-1,0,0,0,0,-1,0,0,-1,1,2,0,0,0,0,-1,0,1,0,0,-1,-1,0,1,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3418,3418,-1,1,0,1,0,1,-1,0,1,0,-1,0,0,1,-1,0,0,1,1,0,0,-1,1,0,0,1,0,"No solution exists.
",0,0,0
3419,3419,-1,0,-1,-1,0,1,1,1,-1,-1,-1,2,0,-1,1,1,0,-1,1,-1,0,-1,-1,1,0,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3420,3420,-1,1,-1,1,0,-1,1,0,-1,0,0,-1,0,0,0,0,-1,0,1,-1,0,1,-1,0,1,0,0,"No solution exists.
",0,0,0
3421,3421,1,1,-1,0,0,-1,0,0,-1,-1,1,-1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,"help_everyone(char_acting)
",1,0,0
3422,3422,1,-1,1,-1,0,0,-1,0,-1,0,0,1,0,1,0,1,0,-1,0,2,0,1,-1,0,1,1,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3423,3423,0,0,1,1,0,-1,1,0,0,0,0,-1,0,1,1,1,-1,1,0,1,0,0,0,0,0,0,0,"survive(char_acting)
",0,0,1
3424,3424,-1,-1,-1,1,0,-1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,1,"survive(char_acting)
",0,0,1
3425,3425,1,-1,1,2,0,0,1,0,-1,0,1,1,0,1,0,1,0,-1,1,2,0,-1,0,0,1,0,0,"survive(char_acting)
",0,0,1
3426,3426,0,0,1,1,0,-1,-1,1,1,0,1,2,0,0,1,0,-1,0,-1,0,0,-1,1,0,0,1,0,"survive(char_acting)
",0,0,1
3427,3427,-1,1,0,-1,0,1,1,0,1,-1,1,1,0,1,-1,0,1,0,0,-1,0,0,1,0,0,1,0,"No solution exists.
",0,0,0
3428,3428,0,1,1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
3429,3429,-1,1,-1,-1,0,1,1,0,0,-1,-1,1,0,1,-1,1,1,1,-1,2,0,0,1,1,1,0,1,"No solution exists.
",0,0,0
3430,3430,-1,-1,-1,0,0,-1,0,1,1,1,1,0,0,-1,0,0,1,1,1,-1,0,-1,-1,1,0,1,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3431,3431,0,1,1,-1,0,1,-1,0,-1,-1,0,-1,0,1,0,0,1,-1,0,-1,0,0,1,1,0,0,0,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
3432,3432,1,1,1,2,0,0,-1,0,0,1,0,0,0,1,0,1,0,-1,0,1,0,-1,0,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3433,3433,0,-1,0,1,0,0,0,1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,1,-1,1,0,1,0,"survive(char_acting)
",0,0,1
3434,3434,0,-1,1,0,0,0,1,1,1,1,-1,2,0,-1,0,1,1,1,1,1,0,1,-1,0,1,0,1,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3435,3435,0,1,1,-1,0,0,1,0,-1,-1,-1,0,0,1,-1,1,-1,0,-1,-1,0,-1,-1,1,1,0,0,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3436,3436,0,0,0,1,0,-1,0,0,1,-1,0,-1,0,-1,-1,1,1,-1,1,1,0,-1,0,1,0,0,0,"survive(char_acting)
",0,0,1
3437,3437,0,-1,0,1,0,1,1,0,1,-1,0,-1,0,1,1,0,-1,-1,0,1,0,-1,-1,1,1,0,1,"survive(char_acting)
",0,0,1
3438,3438,-1,1,1,-1,0,-1,0,0,-1,1,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,1,1,"No solution exists.
",0,0,0
3439,3439,0,1,0,-1,0,-1,1,0,-1,1,1,0,0,-1,0,1,1,1,0,1,0,0,1,1,0,0,1,"Time limit reached.
",0,0,0
3440,3440,-1,0,-1,2,0,1,0,0,-1,0,1,-1,0,-1,1,0,-1,1,-1,0,0,1,0,1,1,1,1,"survive(char_acting)
",0,0,1
3441,3441,0,1,-1,-1,0,-1,-1,0,1,0,1,-1,0,-1,1,0,0,0,0,1,0,1,0,1,1,0,1,"ghost_deal(char_acting) help_everyone(char_acting)
",1,0,0
3442,3442,1,-1,1,1,0,-1,0,1,1,0,1,1,0,1,-1,1,-1,0,0,0,0,-1,0,1,0,0,0,"survive(char_acting)
",0,0,1
3443,3443,1,0,1,2,0,0,-1,0,1,-1,-1,1,0,0,1,1,1,-1,1,-1,0,-1,0,1,0,1,1,"survive(char_acting)
",0,0,1
3444,3444,1,0,0,0,0,0,-1,1,0,1,0,2,0,0,-1,0,-1,-1,-1,2,0,0,1,0,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3445,3445,-1,1,1,2,0,0,1,1,0,-1,0,1,0,0,0,1,1,-1,1,2,0,-1,-1,0,0,1,1,"No solution exists.
",0,0,0
3446,3446,0,-1,1,0,0,1,0,0,1,0,-1,0,0,1,1,0,1,-1,-1,-1,0,-1,1,0,0,0,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3447,3447,-1,0,0,2,0,0,0,0,-1,1,0,0,0,-1,0,1,-1,0,1,-1,0,-1,1,0,0,0,0,"survive(char_acting)
",0,0,1
3448,3448,0,-1,-1,2,0,0,0,0,-1,0,-1,-1,0,0,1,0,-1,0,0,-1,0,1,-1,1,1,1,1,"survive(char_acting)
",0,0,1
3449,3449,0,-1,0,1,0,0,0,1,1,0,1,2,0,1,-1,0,1,1,-1,-1,0,-1,-1,1,1,0,1,"survive(char_acting)
",0,0,1
3450,3450,1,0,0,-1,0,1,0,1,-1,1,-1,1,0,1,-1,0,0,1,-1,-1,0,1,0,1,0,0,1,"safe_alone(char_acting) safe_alone(char_acting) survive(char_acting)
",0,0,1
3451,3451,1,0,-1,1,0,1,1,0,-1,-1,1,1,0,1,-1,0,1,0,0,-1,0,1,-1,1,0,1,1,"survive(char_acting)
",0,0,1
3452,3452,-1,1,-1,2,0,-1,1,1,1,0,-1,0,0,0,0,1,1,1,1,2,0,-1,0,0,1,1,0,"No solution exists.
",0,0,0
3453,3453,0,-1,0,0,0,0,-1,0,1,1,0,2,0,1,0,1,-1,-1,0,-1,0,0,0,0,0,1,0,"safe_alone(char_acting) survive(char_acting)
",0,0,1
3454,3454,-1,-1,-1,2,0,0,-1,1,-1,1,1,0,0,0,0,0,1,0,0,2,0,1,-1,0,0,0,1,"survive(char_acting)
",0,0,1
3455,3455,0,0,0,1,0,0,1,0,1,-1,0,2,0,-1,-1,0,0,0,1,2,0,-1,1,1,0,1,1,"survive(char_acting)
",0,0,1
3456,3456,1,1,1,2,0,-1,-1,1,-1,0,0,2,0,1,-1,1,1,1,1,-1,0,-1,1,0,0,0,1,"fight_monster(char_acting) help_everyone(char_acting)
",1,0,0
